,source,target,prediction
18869,Chengbin Chu,David Lowe,N
18870,P. Krishna Reddy,David Lowe,N
18871,P. Krishna Reddy,David Lowe,N
18872,P. Krishna Reddy,David Lowe,N
18873,Clyde W. Holsapple,David Lowe,N
18874,Clyde W. Holsapple,David Lowe,N
18875,Clyde W. Holsapple,David Lowe,N
18876,Csaba Rekeczky,David López Vilariño,N
18877,Csaba Rekeczky,David López Vilariño,N
18878,Csaba Rekeczky,David López Vilariño,N
18879,Leonid V. Tsap,David López Vilariño,N
18880,Leonid V. Tsap,David López Vilariño,N
18881,Leonid V. Tsap,David López Vilariño,N
18882,Joost-Pieter Katoen,David M. Brooks,N
18883,Joost-Pieter Katoen,David M. Brooks,N
18884,Joost-Pieter Katoen,David M. Brooks,N
18885,Murat Köksalan,David M. Brooks,N
18886,Murat Köksalan,David M. Brooks,N
18887,Murat Köksalan,David M. Brooks,N
18888,W. Eric L. Grimson,David M. Brooks,N
18889,W. Eric L. Grimson,David M. Brooks,N
18890,W. Eric L. Grimson,David M. Brooks,N
18891,Bruno Siciliano,David M. Brooks,N
18892,Bruno Siciliano,David M. Brooks,N
18893,Bruno Siciliano,David M. Brooks,N
18894,Siu-Wing Cheng,David M. Chess,N
18895,Siu-Wing Cheng,David M. Chess,N
18896,Siu-Wing Cheng,David M. Chess,N
18897,Alessandro Bogliolo,David M. J. Tax,N
18898,Alessandro Bogliolo,David M. J. Tax,N
18899,Alessandro Bogliolo,David M. J. Tax,N
18900,Marc Moeneclaey,David M. J. Tax,N
18901,Marc Moeneclaey,David M. J. Tax,N
18902,Marc Moeneclaey,David M. J. Tax,N
18903,Alois Knoll,David M. J. Tax,N
18904,Alois Knoll,David M. J. Tax,N
18905,Alois Knoll,David M. J. Tax,N
18906,Nguyen Huong Lam,David M. J. Tax,N
18907,Nguyen Huong Lam,David M. J. Tax,N
18908,Nguyen Huong Lam,David M. J. Tax,N
18909,James A. Sethian,David M. J. Tax,N
18910,James A. Sethian,David M. J. Tax,N
18911,James A. Sethian,David M. J. Tax,N
18912,Sean W. Smith,David M. Nicol,N
18913,Sean W. Smith,David M. Nicol,N
18914,Sean W. Smith,David M. Nicol,N
18915,William H. Sanders,David M. Nicol,N
18916,William H. Sanders,David M. Nicol,N
18917,William H. Sanders,David M. Nicol,N
18918,Enrico Giunchiglia,David M. Nicol,N
18919,Enrico Giunchiglia,David M. Nicol,N
18920,Enrico Giunchiglia,David M. Nicol,N
18921,Ralph E. Droms,David M. Nicol,N
18922,Ralph E. Droms,David M. Nicol,N
18923,Ralph E. Droms,David M. Nicol,N
18924,Rachida Dssouli,David M. Nicol,N
18925,Rachida Dssouli,David M. Nicol,N
18926,Rachida Dssouli,David M. Nicol,N
18927,Krys Kochut,David M. Nicol,N
18928,Krys Kochut,David M. Nicol,N
18929,Krys Kochut,David M. Nicol,N
18930,David De Roure,David M. Pennock,N
18931,David De Roure,David M. Pennock,N
18932,David De Roure,David M. Pennock,N
18933,Francis Heylighen,David M. Pennock,N
18934,Francis Heylighen,David M. Pennock,N
18935,Francis Heylighen,David M. Pennock,N
18936,Francesca Rossi,David M. Pennock,N
18937,Francesca Rossi,David M. Pennock,N
18938,Francesca Rossi,David M. Pennock,N
18939,Xuemin Shen,David M. Pennock,N
18940,Xuemin Shen,David M. Pennock,N
18941,Xuemin Shen,David M. Pennock,N
18942,Alfred Taudes,David Meyer,N
18943,Alfred Taudes,David Meyer,N
18944,Alfred Taudes,David Meyer,N
18945,Kireeti Kompella,David Meyer,N
18946,Kireeti Kompella,David Meyer,N
18947,Kireeti Kompella,David Meyer,N
18948,Allen R. Tannenbaum,David Meyer,N
18949,Allen R. Tannenbaum,David Meyer,N
18950,Allen R. Tannenbaum,David Meyer,N
18951,Bianca Falcidieno,David Meyer,N
18952,Bianca Falcidieno,David Meyer,N
18953,Bianca Falcidieno,David Meyer,N
18954,Dana S. Nau,David Meyer,N
18955,Dana S. Nau,David Meyer,N
18956,Dana S. Nau,David Meyer,N
18957,Toshimasa Ishii,David Meyer,N
18958,Toshimasa Ishii,David Meyer,N
18959,Toshimasa Ishii,David Meyer,N
18960,Pierre Alliez,David Mioduser,N
18961,Pierre Alliez,David Mioduser,N
18962,Pierre Alliez,David Mioduser,N
18963,Michael P. Wellman,David Mioduser,N
18964,Michael P. Wellman,David Mioduser,N
18965,Michael P. Wellman,David Mioduser,N
18966,Aviel D. Rubin,David Mioduser,N
18967,Aviel D. Rubin,David Mioduser,N
18968,Aviel D. Rubin,David Mioduser,N
18969,Chih-Ping Wei,David N. C. Tse,N
18970,Chih-Ping Wei,David N. C. Tse,N
18971,Chih-Ping Wei,David N. C. Tse,N
18972,Hiroaki Kitano,David N. C. Tse,N
18973,Hiroaki Kitano,David N. C. Tse,N
18974,Hiroaki Kitano,David N. C. Tse,N
18975,Martin Bossert,David N. C. Tse,N
18976,Martin Bossert,David N. C. Tse,N
18977,Martin Bossert,David N. C. Tse,N
18978,Arthur W. Toga,David N. Kennedy,N
18979,Arthur W. Toga,David N. Kennedy,N
18980,Arthur W. Toga,David N. Kennedy,N
18981,Edward Herskovits,David N. Kennedy,N
18982,Edward Herskovits,David N. Kennedy,N
18983,Edward Herskovits,David N. Kennedy,N
18984,Erik De Schutter,David N. Kennedy,N
18985,Erik De Schutter,David N. Kennedy,N
18986,Erik De Schutter,David N. Kennedy,N
18987,Giorgio A. Ascoli,David N. Kennedy,N
18988,Giorgio A. Ascoli,David N. Kennedy,N
18989,Giorgio A. Ascoli,David N. Kennedy,N
18990,Pascale Charpin,David N. Kennedy,N
18991,Pascale Charpin,David N. Kennedy,N
18992,Pascale Charpin,David N. Kennedy,N
18993,P. Mark Kayll,David N. Kennedy,N
18994,P. Mark Kayll,David N. Kennedy,N
18995,P. Mark Kayll,David N. Kennedy,N
18996,Akira Ito,David N. Kennedy,N
18997,Akira Ito,David N. Kennedy,N
18998,Akira Ito,David N. Kennedy,N
18999,Nguyen Huong Lam,David N. Kennedy,N
19000,Nguyen Huong Lam,David N. Kennedy,N
19001,Nguyen Huong Lam,David N. Kennedy,N
19002,Wlodzimierz Ogryczak,David N. Kennedy,N
19003,Wlodzimierz Ogryczak,David N. Kennedy,N
19004,Wlodzimierz Ogryczak,David N. Kennedy,N
19005,Roberto Scopigno,David N. Kennedy,N
19006,Roberto Scopigno,David N. Kennedy,N
19007,Roberto Scopigno,David N. Kennedy,N
19008,Nigel P. Smart,David Naccache,N
19009,Nigel P. Smart,David Naccache,N
19010,Nigel P. Smart,David Naccache,N
19011,Tsan-sheng Hsu,David Naccache,N
19012,Tsan-sheng Hsu,David Naccache,N
19013,Tsan-sheng Hsu,David Naccache,N
19014,Stefan Andrei,David Naccache,N
19015,Stefan Andrei,David Naccache,N
19016,Stefan Andrei,David Naccache,N
19017,Shing-Chow Chan,David Naso,N
19018,Shing-Chow Chan,David Naso,N
19019,Shing-Chow Chan,David Naso,N
19020,Sorina Dumitrescu,David Naso,N
19021,Sorina Dumitrescu,David Naso,N
19022,Sorina Dumitrescu,David Naso,N
19023,Moti Yung,David Nicholas,N
19024,Moti Yung,David Nicholas,N
19025,Moti Yung,David Nicholas,N
19026,Bao-Liang Lu,David Nicholas,N
19027,Bao-Liang Lu,David Nicholas,N
19028,Bao-Liang Lu,David Nicholas,N
19029,Robert P. Colwell,David Nicholas,N
19030,Robert P. Colwell,David Nicholas,N
19031,Robert P. Colwell,David Nicholas,N
19032,Yuanqing Li,David P. Dobkin,N
19033,Yuanqing Li,David P. Dobkin,N
19034,Yuanqing Li,David P. Dobkin,N
19035,Magnus Boman,David P. Dobkin,N
19036,Magnus Boman,David P. Dobkin,N
19037,Magnus Boman,David P. Dobkin,N
19038,Christoph Bussler,David P. Dobkin,N
19039,Christoph Bussler,David P. Dobkin,N
19040,Christoph Bussler,David P. Dobkin,N
19041,Luiz Fernando Capretz,David P. Dobkin,N
19042,Luiz Fernando Capretz,David P. Dobkin,N
19043,Luiz Fernando Capretz,David P. Dobkin,N
19044,Walter Vogler,David Page,N
19045,Walter Vogler,David Page,N
19046,Walter Vogler,David Page,N
19047,Georg Dolzmann,David Page,N
19048,Georg Dolzmann,David Page,N
19049,Georg Dolzmann,David Page,N
19050,José M. Troya,David Page,N
19051,José M. Troya,David Page,N
19052,José M. Troya,David Page,N
19053,Y. Xu,David Page,N
19054,Y. Xu,David Page,N
19055,Y. Xu,David Page,N
19056,Kouichi Sakurai,David Page,N
19057,Kouichi Sakurai,David Page,N
19058,Kouichi Sakurai,David Page,N
19059,Chen-Tung Chen,David Page,N
19060,Chen-Tung Chen,David Page,N
19061,Chen-Tung Chen,David Page,N
19062,Jürgen Wolff von Gudenberg,David Peleg,N
19063,Jürgen Wolff von Gudenberg,David Peleg,N
19064,Jürgen Wolff von Gudenberg,David Peleg,N
19065,Jian Chu,David Perry,N
19066,Jian Chu,David Perry,N
19067,Jian Chu,David Perry,N
19068,Shahram Ghandeharizadeh,David Perry,N
19069,Shahram Ghandeharizadeh,David Perry,N
19070,Shahram Ghandeharizadeh,David Perry,N
19071,Ola Henfridsson,David Pisinger,N
19072,Ola Henfridsson,David Pisinger,N
19073,Ola Henfridsson,David Pisinger,N
19074,Tim Bergin,David Pisinger,N
19075,Tim Bergin,David Pisinger,N
19076,Tim Bergin,David Pisinger,N
19077,Zachary G. Ives,David Pointcheval,N
19078,Zachary G. Ives,David Pointcheval,N
19079,Zachary G. Ives,David Pointcheval,N
19080,Qiang Ji,David Pointcheval,N
19081,Qiang Ji,David Pointcheval,N
19082,Qiang Ji,David Pointcheval,N
19083,Mitsuru Ishizuka,David Pointcheval,N
19084,Mitsuru Ishizuka,David Pointcheval,N
19085,Mitsuru Ishizuka,David Pointcheval,N
19086,Gene Cooperman,David Pointcheval,N
19087,Gene Cooperman,David Pointcheval,N
19088,Gene Cooperman,David Pointcheval,N
19089,David P. Dobkin,David Pokrass Jacobs,N
19090,David P. Dobkin,David Pokrass Jacobs,N
19091,David P. Dobkin,David Pokrass Jacobs,N
19092,Thomas A. Funkhouser,David Pokrass Jacobs,N
19093,Thomas A. Funkhouser,David Pokrass Jacobs,N
19094,Thomas A. Funkhouser,David Pokrass Jacobs,N
19095,Michael Luck,David Pokrass Jacobs,N
19096,Michael Luck,David Pokrass Jacobs,N
19097,Michael Luck,David Pokrass Jacobs,N
19098,Werner Römisch,David Pokrass Jacobs,N
19099,Werner Römisch,David Pokrass Jacobs,N
19100,Werner Römisch,David Pokrass Jacobs,N
19101,Bernard T. Han,David Pokrass Jacobs,N
19102,Bernard T. Han,David Pokrass Jacobs,N
19103,Bernard T. Han,David Pokrass Jacobs,N
19104,Jean Régis,David Poole 0001,N
19105,Jean Régis,David Poole 0001,N
19106,Jean Régis,David Poole 0001,N
19107,M. Michael Gromiha,David Poole 0001,N
19108,M. Michael Gromiha,David Poole 0001,N
19109,M. Michael Gromiha,David Poole 0001,N
19110,Guy Kortsarz,David Poole 0001,N
19111,Guy Kortsarz,David Poole 0001,N
19112,Guy Kortsarz,David Poole 0001,N
19113,Larry L. Schumaker,David Q. Mayne,N
19114,Larry L. Schumaker,David Q. Mayne,N
19115,Larry L. Schumaker,David Q. Mayne,N
19116,Chin-Hsiung Wu,David Q. Mayne,N
19117,Chin-Hsiung Wu,David Q. Mayne,N
19118,Chin-Hsiung Wu,David Q. Mayne,N
19119,Tarek S. Abdelrahman,David R. Cheriton,N
19120,Tarek S. Abdelrahman,David R. Cheriton,N
19121,Tarek S. Abdelrahman,David R. Cheriton,N
19122,Dieter Rautenbach,David R. Cheriton,N
19123,Dieter Rautenbach,David R. Cheriton,N
19124,Dieter Rautenbach,David R. Cheriton,N
19125,Vincenzo Lottici,David R. Cheriton,N
19126,Vincenzo Lottici,David R. Cheriton,N
19127,Vincenzo Lottici,David R. Cheriton,N
19128,Ron M. Roth,David R. Gilbert,N
19129,Ron M. Roth,David R. Gilbert,N
19130,Ron M. Roth,David R. Gilbert,N
19131,Steven C. Horii,David R. Haynor,N
19132,Steven C. Horii,David R. Haynor,N
19133,Steven C. Horii,David R. Haynor,N
19134,Blake Hannaford,David R. Haynor,N
19135,Blake Hannaford,David R. Haynor,N
19136,Blake Hannaford,David R. Haynor,N
19137,Hans Rott,David R. Haynor,N
19138,Hans Rott,David R. Haynor,N
19139,Hans Rott,David R. Haynor,N
19140,R. Bowen Loftin,David R. Haynor,N
19141,R. Bowen Loftin,David R. Haynor,N
19142,R. Bowen Loftin,David R. Haynor,N
19143,Shi-Jinn Horng,David R. Karger,N
19144,Shi-Jinn Horng,David R. Karger,N
19145,Shi-Jinn Horng,David R. Karger,N
19146,Duncan A. Buell,David R. Karger,N
19147,Duncan A. Buell,David R. Karger,N
19148,Duncan A. Buell,David R. Karger,N
19149,Carlo Combi,David R. Westhead,N
19150,Carlo Combi,David R. Westhead,N
19151,Carlo Combi,David R. Westhead,N
19152,Noboru Murata,David R. Westhead,N
19153,Noboru Murata,David R. Westhead,N
19154,Noboru Murata,David R. Westhead,N
19155,Chae Y. Lee,David R. Westhead,N
19156,Chae Y. Lee,David R. Westhead,N
19157,Chae Y. Lee,David R. Westhead,N
19158,Karlheinz Kautz,David R. Westhead,N
19159,Karlheinz Kautz,David R. Westhead,N
19160,Karlheinz Kautz,David R. Westhead,N
19161,Tatsuya Akutsu,David R. Wood,N
19162,Tatsuya Akutsu,David R. Wood,N
19163,Tatsuya Akutsu,David R. Wood,N
19164,Anastasios N. Venetsanopoulos,David R. Wood,N
19165,Anastasios N. Venetsanopoulos,David R. Wood,N
19166,Anastasios N. Venetsanopoulos,David R. Wood,N
19167,Bhaskar D. Kulkarni,David R. Wood,N
19168,Bhaskar D. Kulkarni,David R. Wood,N
19169,Bhaskar D. Kulkarni,David R. Wood,N
19170,Bahram Ravani,David R. Wood,N
19171,Bahram Ravani,David R. Wood,N
19172,Bahram Ravani,David R. Wood,N
19173,Guan Y. Hong,David Raffo,N
19174,Guan Y. Hong,David Raffo,N
19175,Guan Y. Hong,David Raffo,N
19176,Luis Miguel Bergasa,David Raffo,N
19177,Luis Miguel Bergasa,David Raffo,N
19178,Luis Miguel Bergasa,David Raffo,N
19179,Saul I. Gass,David Rees,N
19180,Saul I. Gass,David Rees,N
19181,Saul I. Gass,David Rees,N
19182,David H. Laidlaw,David Robinson,N
19183,David H. Laidlaw,David Robinson,N
19184,David H. Laidlaw,David Robinson,N
19185,J. V. Tucker,David Robinson,N
19186,J. V. Tucker,David Robinson,N
19187,J. V. Tucker,David Robinson,N
19188,Tarek F. Abdelzaher,David Robinson,N
19189,Tarek F. Abdelzaher,David Robinson,N
19190,Tarek F. Abdelzaher,David Robinson,N
19191,Dagobert Soergel,David S. Doermann,N
19192,Dagobert Soergel,David S. Doermann,N
19193,Dagobert Soergel,David S. Doermann,N
19194,Michael Picheny,David S. Doermann,N
19195,Michael Picheny,David S. Doermann,N
19196,Michael Picheny,David S. Doermann,N
19197,John C. Grundy,David S. Doermann,N
19198,John C. Grundy,David S. Doermann,N
19199,John C. Grundy,David S. Doermann,N
19200,Steve Mann,David S. Doermann,N
19201,Steve Mann,David S. Doermann,N
19202,Steve Mann,David S. Doermann,N
19203,Herbert Witte,David S. Doermann,N
19204,Herbert Witte,David S. Doermann,N
19205,Herbert Witte,David S. Doermann,N
19206,Kerstin Dautenhahn,David S. Doermann,N
19207,Kerstin Dautenhahn,David S. Doermann,N
19208,Kerstin Dautenhahn,David S. Doermann,N
19209,Enrico Scarso,David S. Doermann,N
19210,Enrico Scarso,David S. Doermann,N
19211,Enrico Scarso,David S. Doermann,N
19212,Charles D. Hansen,David S. Ebert,N
19213,Charles D. Hansen,David S. Ebert,N
19214,Charles D. Hansen,David S. Ebert,N
19215,Peter Arbenz,David S. Ebert,N
19216,Peter Arbenz,David S. Ebert,N
19217,Peter Arbenz,David S. Ebert,N
19218,Rossano Gaeta,David S. Ebert,N
19219,Rossano Gaeta,David S. Ebert,N
19220,Rossano Gaeta,David S. Ebert,N
19221,Gary Klein 0001,David S. L. Wei,N
19222,Gary Klein 0001,David S. L. Wei,N
19223,Gary Klein 0001,David S. L. Wei,N
19224,Stefano Levialdi,David S. L. Wei,N
19225,Stefano Levialdi,David S. L. Wei,N
19226,Stefano Levialdi,David S. L. Wei,N
19227,Xin Yuan 0001,David S. Wile,N
19228,Xin Yuan 0001,David S. Wile,N
19229,Xin Yuan 0001,David S. Wile,N
19230,Lap-Pui Chau,David S. Wile,N
19231,Lap-Pui Chau,David S. Wile,N
19232,Lap-Pui Chau,David S. Wile,N
19233,Angelo Alessandri,David S. Wishart,N
19234,Angelo Alessandri,David S. Wishart,N
19235,Angelo Alessandri,David S. Wishart,N
19236,Nevin Lianwen Zhang,David S. Wishart,N
19237,Nevin Lianwen Zhang,David S. Wishart,N
19238,Nevin Lianwen Zhang,David S. Wishart,N
19239,Maneesh Agrawala,David Salesin,N
19240,Maneesh Agrawala,David Salesin,N
19241,Maneesh Agrawala,David Salesin,N
19242,Neil T. Spring,David Salesin,N
19243,Neil T. Spring,David Salesin,N
19244,Neil T. Spring,David Salesin,N
19245,Vincenzo Loia,David Salesin,N
19246,Vincenzo Loia,David Salesin,N
19247,Vincenzo Loia,David Salesin,N
19248,Yuk-Hee Chan,David Sankoff,N
19249,Yuk-Hee Chan,David Sankoff,N
19250,Yuk-Hee Chan,David Sankoff,N
19251,Gordon S. Blair,David Sankoff,N
19252,Gordon S. Blair,David Sankoff,N
19253,Gordon S. Blair,David Sankoff,N
19254,Takeshi Tokuyama,David Sankoff,N
19255,Takeshi Tokuyama,David Sankoff,N
19256,Takeshi Tokuyama,David Sankoff,N
19257,Takehiro Inohara,David Schmeidler,N
19258,Takehiro Inohara,David Schmeidler,N
19259,Takehiro Inohara,David Schmeidler,N
19260,Etienne de Klerk,David Schmeidler,N
19261,Etienne de Klerk,David Schmeidler,N
19262,Etienne de Klerk,David Schmeidler,N
19263,Huaxiong Wang,David Shinar,N
19264,Huaxiong Wang,David Shinar,N
19265,Huaxiong Wang,David Shinar,N
19266,Songde Ma,David Shinar,N
19267,Songde Ma,David Shinar,N
19268,Songde Ma,David Shinar,N
19269,Sherman R. Alpert,David Shinar,N
19270,Sherman R. Alpert,David Shinar,N
19271,Sherman R. Alpert,David Shinar,N
19272,Marshall K. McKusick,David Shinar,N
19273,Marshall K. McKusick,David Shinar,N
19274,Marshall K. McKusick,David Shinar,N
19275,Lalit M. Patnaik,David Shinar,N
19276,Lalit M. Patnaik,David Shinar,N
19277,Lalit M. Patnaik,David Shinar,N
19278,Geoffrey Pritchard,David Shinar,N
19279,Geoffrey Pritchard,David Shinar,N
19280,Geoffrey Pritchard,David Shinar,N
19281,Rita Almeida Ribeiro,David Simchi-Levi,N
19282,Rita Almeida Ribeiro,David Simchi-Levi,N
19283,Rita Almeida Ribeiro,David Simchi-Levi,N
19284,Salil Prabhakar,David Simchi-Levi,N
19285,Salil Prabhakar,David Simchi-Levi,N
19286,Salil Prabhakar,David Simchi-Levi,N
19287,Linda R. Petzold,David Simplot,N
19288,Linda R. Petzold,David Simplot,N
19289,Linda R. Petzold,David Simplot,N
19290,Jian-Guo Liu,David Simplot,N
19291,Jian-Guo Liu,David Simplot,N
19292,Jian-Guo Liu,David Simplot,N
19293,Alberto Márquez,David Singer,N
19294,Alberto Márquez,David Singer,N
19295,Alberto Márquez,David Singer,N
19296,Jen-Yao Chung,David Singer,N
19297,Jen-Yao Chung,David Singer,N
19298,Jen-Yao Chung,David Singer,N
19299,Mark G. Karpovsky,David Starobinski,N
19300,Mark G. Karpovsky,David Starobinski,N
19301,Mark G. Karpovsky,David Starobinski,N
19302,Richard G. Baraniuk,David Starobinski,N
19303,Richard G. Baraniuk,David Starobinski,N
19304,Richard G. Baraniuk,David Starobinski,N
19305,Marco Locatelli,David Starobinski,N
19306,Marco Locatelli,David Starobinski,N
19307,Marco Locatelli,David Starobinski,N
19308,Dorin Comaniciu,David Suter,N
19309,Dorin Comaniciu,David Suter,N
19310,Dorin Comaniciu,David Suter,N
19311,Ken-ichi Kanatani,David Suter,N
19312,Ken-ichi Kanatani,David Suter,N
19313,Ken-ichi Kanatani,David Suter,N
19314,Thomas A. Manteuffel,David Suter,N
19315,Thomas A. Manteuffel,David Suter,N
19316,Thomas A. Manteuffel,David Suter,N
19317,Rogier M. van Eijk,David Suter,N
19318,Rogier M. van Eijk,David Suter,N
19319,Rogier M. van Eijk,David Suter,N
19320,Jens B. Schmitt,David Suter,N
19321,Jens B. Schmitt,David Suter,N
19322,Jens B. Schmitt,David Suter,N
19323,Antonio Molina,David Suter,N
19324,Antonio Molina,David Suter,N
19325,Antonio Molina,David Suter,N
19326,Gordon Smith,David Suter,N
19327,Gordon Smith,David Suter,N
19328,Gordon Smith,David Suter,N
19329,Wassim M. Haddad,David Suter,N
19330,Wassim M. Haddad,David Suter,N
19331,Wassim M. Haddad,David Suter,N
19332,Nathan Intrator,David Suter,N
19333,Nathan Intrator,David Suter,N
19334,Nathan Intrator,David Suter,N
19335,Chaitali Chakrabarti,David T. Blaauw,N
19336,Chaitali Chakrabarti,David T. Blaauw,N
19337,Chaitali Chakrabarti,David T. Blaauw,N
19338,Luciano Lavagno,David T. Blaauw,N
19339,Luciano Lavagno,David T. Blaauw,N
19340,Luciano Lavagno,David T. Blaauw,N
19341,Mary Jane Irwin,David T. Blaauw,N
19342,Mary Jane Irwin,David T. Blaauw,N
19343,Mary Jane Irwin,David T. Blaauw,N
19344,Narayanan Vijaykrishnan,David T. Blaauw,N
19345,Narayanan Vijaykrishnan,David T. Blaauw,N
19346,Narayanan Vijaykrishnan,David T. Blaauw,N
19347,Pinaki Mazumder,David T. Blaauw,N
19348,Pinaki Mazumder,David T. Blaauw,N
19349,Pinaki Mazumder,David T. Blaauw,N
19350,Sarma B. K. Vrudhula,David T. Blaauw,N
19351,Sarma B. K. Vrudhula,David T. Blaauw,N
19352,Sarma B. K. Vrudhula,David T. Blaauw,N
19353,Scott A. Mahlke,David T. Blaauw,N
19354,Scott A. Mahlke,David T. Blaauw,N
19355,Scott A. Mahlke,David T. Blaauw,N
19356,Todd M. Austin,David T. Blaauw,N
19357,Todd M. Austin,David T. Blaauw,N
19358,Todd M. Austin,David T. Blaauw,N
19359,Trevor N. Mudge,David T. Blaauw,N
19360,Trevor N. Mudge,David T. Blaauw,N
19361,Trevor N. Mudge,David T. Blaauw,N
19362,Wayne H. Wolf,David T. Blaauw,N
19363,Wayne H. Wolf,David T. Blaauw,N
19364,Wayne H. Wolf,David T. Blaauw,N
19365,Moe Z. Win,David T. Blaauw,N
19366,Moe Z. Win,David T. Blaauw,N
19367,Moe Z. Win,David T. Blaauw,N
19368,Bin Liu,David T. Blaauw,N
19369,Bin Liu,David T. Blaauw,N
19370,Bin Liu,David T. Blaauw,N
19371,Søren-Aksel Sørensen,David T. Jones,N
19372,Søren-Aksel Sørensen,David T. Jones,N
19373,Søren-Aksel Sørensen,David T. Jones,N
19374,William B. Langdon,David T. Jones,N
19375,William B. Langdon,David T. Jones,N
19376,William B. Langdon,David T. Jones,N
19377,Gregor Engels,David T. Jones,N
19378,Gregor Engels,David T. Jones,N
19379,Gregor Engels,David T. Jones,N
19380,Antonio Frangioni,David T. Jones,N
19381,Antonio Frangioni,David T. Jones,N
19382,Antonio Frangioni,David T. Jones,N
19383,Omer Reingold,David T. Jones,N
19384,Omer Reingold,David T. Jones,N
19385,Omer Reingold,David T. Jones,N
19386,Michael Stonebraker,David T. Jones,N
19387,Michael Stonebraker,David T. Jones,N
19388,Michael Stonebraker,David T. Jones,N
19389,Foster J. Provost,David T. Jones,N
19390,Foster J. Provost,David T. Jones,N
19391,Foster J. Provost,David T. Jones,N
19392,Lawrence S. Moss,David T. Stanton,N
19393,Lawrence S. Moss,David T. Stanton,N
