source,target,prediction
Anath Fischer,David L. Wheeler,N
Rakesh K. Sinha,David Lee,P
Shinji Shimojo,David Lee,N
Terry Windeatt,David Lee,P
Barry W. Boehm,David Lorge Parnas,P
Nancy R. Mead,David Lorge Parnas,P
Shari Lawrence Pfleeger,David Lorge Parnas,N
Birgitta König-Ries,David Lorge Parnas,N
Miguel Angel Fernández,David Lorge Parnas,N
Ralf Zimmer,David Lorge Parnas,N
Chengbin Chu,David Lowe,P
Jennifer Rowley,David Lowe,P
P. Krishna Reddy,David Lowe,P
Clyde W. Holsapple,David Lowe,N
Csaba Rekeczky,David López Vilariño,P
David A. Dixon,David López Vilariño,P
Leonid V. Tsap,David López Vilariño,N
Victor V. Zyuban,David M. Brooks,N
Joost-Pieter Katoen,David M. Brooks,N
Murat Köksalan,David M. Brooks,P
W. Eric L. Grimson,David M. Brooks,P
Bruno Siciliano,David M. Brooks,P
Siu-Wing Cheng,David M. Chess,N
Pavel Paclík,David M. J. Tax,N
Alessandro Bogliolo,David M. J. Tax,P
Marc Moeneclaey,David M. J. Tax,N
Alois Knoll,David M. J. Tax,P
Nguyen Huong Lam,David M. J. Tax,P
Zhong Qing Zhang,David M. J. Tax,N
James A. Sethian,David M. J. Tax,N
Sean W. Smith,David M. Nicol,P
William H. Sanders,David M. Nicol,P
Enrico Giunchiglia,David M. Nicol,N
Xi Yin Zheng,David M. Nicol,N
Ralph E. Droms,David M. Nicol,N
Rachida Dssouli,David M. Nicol,N
Krys Kochut,David M. Nicol,P
C. Lee Giles,David M. Pennock,P
David De Roure,David M. Pennock,N
Francis Heylighen,David M. Pennock,P
Francesca Rossi,David M. Pennock,N
Xuemin Shen,David M. Pennock,N
Ye (Geoffrey) Li,David M. Rocke,N
Alon Y. Halevy,David Maier 0001,N
Gerhard Weikum,David Maier 0001,N
Hans-Jörg Schek,David Maier 0001,P
Jennifer Widom,David Maier 0001,P
Judith Bayard Cushing,David Maier 0001,P
Michael J. Carey 0001,David Maier 0001,P
Rakesh Agrawal 0001,David Maier 0001,N
Serge Abiteboul,David Maier 0001,N
Stanley B. Zdonik,David Maier 0001,P
Tim Sheard,David Maier 0001,P
W. Bruce Croft,David Maier 0001,N
Yannis E. Ioannidis,David Maier 0001,P
John Lim,David Maier 0001,P
Pandjassarame Kangueane,David Maier 0001,N
Michael O. Ball,David McFarland,P
Yuh-Shyan Chen,David McFarland,P
Alfred Taudes,David Meyer,N
Andreas Mild,David Meyer,N
Kireeti Kompella,David Meyer,P
Allen R. Tannenbaum,David Meyer,P
Bianca Falcidieno,David Meyer,P
Dana S. Nau,David Meyer,P
Vadim E. Levit,David Meyer,N
Rachel Q. Zhang,David Meyer,N
Toshimasa Ishii,David Meyer,N
Pierre Alliez,David Mioduser,N
Michael P. Wellman,David Mioduser,N
Aviel D. Rubin,David Mioduser,N
Robert W. Brodersen,David N. C. Tse,P
Chih-Ping Wei,David N. C. Tse,N
Hiroaki Kitano,David N. C. Tse,N
Cheng Cheng,David N. C. Tse,N
Martin Bossert,David N. C. Tse,P
Arthur W. Toga,David N. Kennedy,N
Edward Herskovits,David N. Kennedy,P
Erik De Schutter,David N. Kennedy,N
Giorgio A. Ascoli,David N. Kennedy,P
Gwen A. Jacobs,David N. Kennedy,P
Pascale Charpin,David N. Kennedy,P
P. Mark Kayll,David N. Kennedy,P
Akira Ito,David N. Kennedy,N
Nguyen Huong Lam,David N. Kennedy,P
Wlodzimierz Ogryczak,David N. Kennedy,P
Roberto Scopigno,David N. Kennedy,N
Marc Joye,David Naccache,P
Nigel P. Smart,David Naccache,P
Phong Q. Nguyen,David Naccache,N
Tsan-sheng Hsu,David Naccache,N
Stefan Andrei,David Naccache,P
Shing-Chow Chan,David Naso,P
Sorina Dumitrescu,David Naso,P
Julian Warner,David Naso,N
Richard Withey,David Nicholas,P
Moti Yung,David Nicholas,N
Bao-Liang Lu,David Nicholas,P
Robert P. Colwell,David Nicholas,P
Juan Liu,David O'Sullivan,P
Jose A. Ventura,David O'Sullivan,P
Yuanqing Li,David P. Dobkin,P
Magnus Boman,David P. Dobkin,N
Christoph Bussler,David P. Dobkin,N
Luiz Fernando Capretz,David P. Dobkin,N
Jude W. Shavlik,David Page,N
Walter Vogler,David Page,N
Georg Dolzmann,David Page,P
José M. Troya,David Page,P
Y. Xu,David Page,P
Kouichi Sakurai,David Page,P
Chen-Tung Chen,David Page,N
Jean-Claude Bermond,David Peleg,P
Stephane Perennes,David Peleg,N
Jürgen Wolff von Gudenberg,David Peleg,P
Jian Chu,David Perry,P
M. A. Abdou,David Perry,P
Shahram Ghandeharizadeh,David Perry,P
Ola Henfridsson,David Pisinger,P
Ji-Liang Doong,David Pisinger,N
Tim Bergin,David Pisinger,N
Srikantan S. Nagarajan,David Poeppel,N
Igor Jurisica,David Poeppel,P
Laurent Duret,David Poeppel,P
Chanathip Namprempre,David Pointcheval,P
David Naccache,David Pointcheval,P
Zachary G. Ives,David Pointcheval,P
Qiang Ji,David Pointcheval,P
Mitsuru Ishizuka,David Pointcheval,N
Gene Cooperman,David Pointcheval,P
David P. Dobkin,David Pokrass Jacobs,P
Thomas A. Funkhouser,David Pokrass Jacobs,N
Michael Luck,David Pokrass Jacobs,P
Werner Römisch,David Pokrass Jacobs,P
Bernard T. Han,David Pokrass Jacobs,N
Jean Régis,David Poole 0001,N
M. Michael Gromiha,David Poole 0001,N
Guy Kortsarz,David Poole 0001,N
Larry L. Schumaker,David Q. Mayne,N
Chin-Hsiung Wu,David Q. Mayne,P
Erik Fransén,David Q. Mayne,P
Tarek S. Abdelrahman,David R. Cheriton,N
Dieter Rautenbach,David R. Cheriton,N
Vincenzo Lottici,David R. Cheriton,N
Ron M. Roth,David R. Gilbert,P
Harold R. Benson,David R. Haynor,P
Steven C. Horii,David R. Haynor,P
Blake Hannaford,David R. Haynor,N
Hans Rott,David R. Haynor,N
R. Bowen Loftin,David R. Haynor,N
M. James C. Crabbe,David R. Kaeli,P
M. Frans Kaashoek,David R. Karger,P
Robert Tappan Morris,David R. Karger,P
Shi-Jinn Horng,David R. Karger,N
Amnon Ta-Shma,David R. Karger,N
Duncan A. Buell,David R. Karger,P
Carlo Combi,David R. Westhead,P
Noboru Murata,David R. Westhead,N
Chae Y. Lee,David R. Westhead,N
Karlheinz Kautz,David R. Westhead,N
Vida Dujmovic,David R. Wood,N
Tatsuya Akutsu,David R. Wood,P
Anastasios N. Venetsanopoulos,David R. Wood,N
Bhaskar D. Kulkarni,David R. Wood,P
Bahram Ravani,David R. Wood,N
Paul Wernick,David Raffo,N
Guan Y. Hong,David Raffo,N
Luis Miguel Bergasa,David Raffo,N
Y. C. Liu,David Rees,N
Saul I. Gass,David Rees,P
Chandler A. Phillips,David Reynolds,P
Daniel W. Repperger,David Reynolds,N
Stefan Jablonski,David Reynolds,N
Martin Oliver,David Reynolds,P
K. G. Subramanian 0001,David Reynolds,N
David H. Laidlaw,David Robinson,P
J. V. Tucker,David Robinson,N
Tarek F. Abdelzaher,David Robinson,P
Dagobert Soergel,David S. Doermann,N
Michael Picheny,David S. Doermann,P
John C. Grundy,David S. Doermann,P
Steve Mann,David S. Doermann,P
Herbert Witte,David S. Doermann,N
Kerstin Dautenhahn,David S. Doermann,N
Enrico Scarso,David S. Doermann,P
Charles D. Hansen,David S. Ebert,P
Nikita Barabanov,David S. Ebert,N
Peter Arbenz,David S. Ebert,N
Rossano Gaeta,David S. Ebert,N
Danny Krizanc,David S. L. Wei,P
Gary Klein 0001,David S. L. Wei,P
Stefano Levialdi,David S. L. Wei,P
Xin Yuan 0001,David S. Wile,N
Kumar V. Vemuri,David S. Wile,N
Lap-Pui Chau,David S. Wile,P
Angelo Alessandri,David S. Wishart,P
Nevin Lianwen Zhang,David S. Wishart,N
Maneesh Agrawala,David Salesin,P
Neil T. Spring,David Salesin,N
Vincenzo Loia,David Salesin,N
Yuk-Hee Chan,David Sankoff,N
Gordon S. Blair,David Sankoff,P
Stefan Volkwein,David Sankoff,P
Takeshi Tokuyama,David Sankoff,N
Takehiro Inohara,David Schmeidler,P
Etienne de Klerk,David Schmeidler,P
Peter Mertens,David Schuff,P
Andreas Antoniou,David Schuff,P
Huaxiong Wang,David Shinar,P
Songde Ma,David Shinar,P
Sherman R. Alpert,David Shinar,P
Marshall K. McKusick,David Shinar,P
Lalit M. Patnaik,David Shinar,P
Geoffrey Pritchard,David Shinar,P
Andreas T. Ernst,David Sier,P
Luis E. Anido-Rifón,David Sier,P
Heinz Wörn,David Sier,N
Paolo Dell'Olmo,David Sier,P
Gerhard Tutz,David Sier,P
Guido Proietti,David Sier,N
Rita Almeida Ribeiro,David Simchi-Levi,P
Naveen Garg 0001,David Simchi-Levi,P
Salil Prabhakar,David Simchi-Levi,N
Monique W. M. Jaspers,David Simchi-Levi,P
Mark A. Sletten,David Simplot,N
Linda R. Petzold,David Simplot,P
Roelof K. Brouwer,David Simplot,P
Jian-Guo Liu,David Simplot,P
Alberto Márquez,David Singer,N
Jen-Yao Chung,David Singer,P
Ari Trachtenberg,David Starobinski,P
Mark G. Karpovsky,David Starobinski,P
Richard G. Baraniuk,David Starobinski,N
Marco Locatelli,David Starobinski,P
Dorin Comaniciu,David Suter,N
Ken-ichi Kanatani,David Suter,N
Thomas A. Manteuffel,David Suter,N
Rogier M. van Eijk,David Suter,N
Jens B. Schmitt,David Suter,N
Antonio Molina,David Suter,P
Gordon Smith,David Suter,P
Wassim M. Haddad,David Suter,N
Nathan Intrator,David Suter,P
Chaitali Chakrabarti,David T. Blaauw,P
Krisztián Flautner,David T. Blaauw,N
Luciano Lavagno,David T. Blaauw,N
Mahmut T. Kandemir,David T. Blaauw,N
Mary Jane Irwin,David T. Blaauw,P
Narayanan Vijaykrishnan,David T. Blaauw,P
Pinaki Mazumder,David T. Blaauw,N
Sarma B. K. Vrudhula,David T. Blaauw,N
Scott A. Mahlke,David T. Blaauw,N
Todd M. Austin,David T. Blaauw,N
Trevor N. Mudge,David T. Blaauw,P
Wayne H. Wolf,David T. Blaauw,P
Moe Z. Win,David T. Blaauw,P
Bin Liu,David T. Blaauw,P
Søren-Aksel Sørensen,David T. Jones,N
William B. Langdon,David T. Jones,N
Gregor Engels,David T. Jones,N
Antonio Frangioni,David T. Jones,N
Omer Reingold,David T. Jones,N
Michael Stonebraker,David T. Jones,P
Foster J. Provost,David T. Jones,P
Lawrence S. Moss,David T. Stanton,P
Xiaoxin Liao,David T. Stanton,N
Panos E. Trahanias,David T. Stanton,P
Marilda Sotomayor,David T. Stanton,P
Hans-Dieter Burkhard,David T. Stanton,P
Kate A. Smith,David Taniar,N
Guilherme Horta Travassos,David Taniar,P
Dimitrios Buhalis,David Taniar,P
Manfred Opper,David Taniar,P
Joan Feigenbaum,David Taniar,P
Calin Popescu,David Taniar,N
Chiranjib Bhattacharyya,David Taniar,P
Gregory F. Cooper,David Taniar,P
Christian Prehofer,David Taylor,N
William I. Grosky,David Taylor,N
Benar Fux Svaiter,David Thaler,P
Jong Beom Ra,David Thaler,N
Lloyd S. Shapley,David Thaler,N
Christian Roux,David V. Anderson,P
Jeanne W. Ross,David V. Anderson,P
Blackford Middleton,David W. Bates,N
George Hripcsak,David W. Bates,N
J. Marc Overhage,David W. Bates,P
Patricia Flatley Brennan,David W. Bates,P
R. Scott Evans,David W. Bates,N
Tejal K. Gandhi,David W. Bates,P
Vimla L. Patel,David W. Bates,P
Mark Harman,David W. Binkley,N
Paolo Tonella,David W. Binkley,P
Sebastian Danicic,David W. Binkley,P
Victor Shoup,David W. Binkley,P
Eric Bach,David W. Binkley,P
Yair Bartal,David W. Binkley,N
Marshall L. Freimer,David W. Binkley,P
Rolf Niedermeier,David W. Binkley,P
Christophe Le Page,David W. Binkley,P
Allan Borodin,David W. Binkley,P
Palash Sarkar 0001,David W. Binkley,P
Steen Rasmussen,David W. Binkley,N
Sheshayya A. Choudum,David W. Chadwick,P
Vladimir Kanovei,David W. Chadwick,P
Paolo Frasconi,David W. Chadwick,N
Timothy Clark,David W. Chadwick,P
Zhensheng Zhang,David W. Chadwick,P
Kei-Hoi Cheung,David W. Cheung,N
T. Yung Kong,David W. Cheung,N
Jane You,David W. Coit,P
JooSeok Song,David W. Griffith,N
Kenneth I. Joy,David W. Griffith,N
Christian Choffrut,David W. Griffith,N
Hassen A. Muttlak,David W. Griffith,P
Jaime H. Ortega,David W. Jacobs,P
Erik Zenner,David W. Jacobs,P
Ayellet Tal,David W. Jacobs,P
Shinji Ozawa,David W. Jacobs,P
Jixiang Meng,David W. Mauro,P
Burkhard Morgenstern,David W. Mauro,P
Keith I. Farkas,David W. Murray,N
Ghulam M. Chaudhry,David W. Murray,N
Alexei D. Miasnikov,David W. Murray,P
Peter Kabal,David W. Murray,P
Geoffrey C. Fox,David W. Walker,P
Gregor von Laszewski,David W. Walker,P
Maozhen Li,David W. Walker,P
Yan Huang 0005,David W. Walker,N
Yin-Fu Huang,David W. Walker,N
Ke Liu,David W. Walker,N
Martin Margala,David W. Walker,P
Robert Harper 0001,David Walker,N
Maarten Steinbuch,David Walker,N
Mile K. Stojcev,David Walker,N
Gaetano Borriello,David Wetherall,P
Timothy Roscoe,David Wetherall,P
Ruth C. King,David Wetherall,P
Arnold W. M. Smeulders,David Wetherall,P
Arie Hasman,David Wetherall,N
Sotiris E. Nikoletseas,David Wetherall,N
Evelyne Flandrin,David Wetherall,P
George C. Polyzos,David Wetherall,P
Charles X. Ling,David Wetherall,P
Sing Bing Kang,David Wetherall,N
Alejandro F. Frangi,David Zhang 0001,N
Huanshui Zhang,David Zhang 0001,P
Jane You,David Zhang 0001,P
Jie Zhou,David Zhang 0001,N
Jun Wang,David Zhang 0001,N
Lei Zhang 0006,David Zhang 0001,P
Lihua Xie,David Zhang 0001,N
Pengfei Shi,David Zhang 0001,P
Xiangzhen Qiao,David Zhang 0001,N
Yang Yang,David Zhang 0001,P
Yeng Chai Soh,David Zhang 0001,P
Yuan Yan Tang,David Zhang 0001,N
Zhiyong Liu,David Zhang 0001,N
Hector Garcia-Molina,David Zhang 0001,N
Iasson Karafyllis,Davide Anguita,P
Gary D. Stormo,Davide Anguita,N
Antonis C. Stylianou,Davide Anguita,P
Colin Eden,Davide Anguita,P
Marco Chiani,Davide Dardari,P
Marvin K. Simon,Davide Dardari,P
Mauro Dell'Amico,Davide Dardari,P
Chenming Hu,Davide Dardari,N
Reijo Savolainen,Davide Dardari,P
Chin Lung Lu,Davide Dardari,N
Alan F. Blackwell,Davide Dardari,N
Peter M. Will,Davide Dardari,P
David M. Nicol,Davide Rocchesso,P
Noboru Babaguchi,Davide Rocchesso,N
Ja-Ling Wu,Davide Rocchesso,N
Daniel Hirschkoff,Davide Sangiorgi,N
Arun Viswanathan,Davide Sangiorgi,N
Jiu Ding,Davide Sangiorgi,P
Sachin B. Patkar,Davide Sangiorgi,N
John D. Villasenor,Dawei Hong,N
Panagiotis Tsikouras,Dawei Hong,N
Yuan Yan Tang,Dawei Song 0001,N
Robert W. Zmud,Dawei Song 0001,N
Soh-Khim Ong,Dawei Song 0001,N
Christian Prehofer,Dawei Song 0001,P
Walter J. Freeman,Dawei Song 0001,N
Vijayalakshmi Atluri,Dawna Travis Dewire,N
Mark Rouncefield,Dawna Travis Dewire,P
David A. Bell,Dayou Liu,P
Eshel Ben-Jacob,Dayou Liu,N
Sameer Kumar,Dayou Liu,P
Ville Lappalainen,Dayou Liu,P
Zheru Chi,De-Shuang Huang,P
Anuj Srivastava,DeLiang L. Wang,P
Donald C. Wunsch II,DeLiang L. Wang,P
Eugenio G. Omodeo,DeLiang L. Wang,N
Casimir A. Kulikowski,DeLiang L. Wang,P
Wolfgang Kunz,DeLiang L. Wang,N
Emilio Luque,DeLiang L. Wang,N
Mario Piattini,Deb Roy,N
Richard A. Wysk,Deb Roy,P
Loÿs Thimonier,Debanjan Saha,P
Kostas Pentikousis,Debashis Ghosh,N
Keith D. Paulsen,Debashis Ghosh,P
James A. Bucklew,Debashis Saha,P
Panu Raatikainen,Debashis Saha,N
Panos M. Pardalos,Debashis Saha,P
Mary Sumner,Debasis Kundu,P
Jeffrey M. Voas,Debasis Kundu,P
Indra Widjaja,Debasis Mitra 0001,P
Iraj Saniee,Debasis Mitra 0001,N
Ulrich Pferschy,Debasis Mitra 0001,N
Mauro Dell'Amico,Debasis Mitra 0001,P
Goutam Chakraborty,Debasish Chakraborty,P
Edward G. Coffman Jr.,Debasish Chakraborty,N
Sergio De Agostino,Debasish Chakraborty,N
Rolf Johannesson,Debasish Chakraborty,N
Peter Jeavons,Debasish Chakraborty,N
Myung Jin Chung,Debasish Chakraborty,P
Louis-A. Dessaint,Debasish Chakraborty,P
Rebecca Mercuri,Debasish Dutta,P
Martin Bouchard,Debasish Dutta,N
Gábor E. Tusnády,Debasish Dutta,N
Gary Klein 0001,Debbie B. Tesch,P
Houn-Gee Chen,Debbie B. Tesch,P
James J. Jiang,Debbie B. Tesch,N
William F. Smyth,Debbie B. Tesch,N
Josep Llosa,Debbie Richards,N
Anne Condon,Debbie W. Leung,P
Jürgen Dix,Debbie W. Leung,P
Bruno Torrésani,Debbie W. Leung,N
Nick Craswell,Debbie W. Leung,P
Akira Hiraki,Debbie W. Leung,P
Peter B. Luh,Debbie W. Leung,N
Sheldon H. Jacobson,Debbie W. Leung,N
Faron Moller,Debora Shaw,N
Peter Butkovic,Debora Shaw,N
Mark van den Brand,Debora Shaw,P
J. Gregory Trafton,Deborah A. Boehm-Davis,N
Gábor Korchmáros,Deborah A. Boehm-Davis,P
James Ze Wang,Deborah A. Boehm-Davis,N
William J. Dally,Deborah A. Boehm-Davis,P
Paul Gray,Deborah A. Frincke,P
Kudret Demirli,Deborah A. Frincke,N
Vassilis Assimakopoulos,Deborah A. Frincke,N
Jenn-Huei Lii,Deborah A. Frincke,P
Alvaro Sandroni,Deborah A. Frincke,P
Ji-Ye Mao,Deborah A. Frincke,P
Alberto Cerpa,Deborah Estrin,P
Christos Papadopoulos,Deborah Estrin,N
David E. Culler,Deborah Estrin,P
Kung Yao,Deborah Estrin,N
Yu Hen Hu,Deborah Estrin,N
B. Jack Copeland,Deborah Estrin,P
Noam Tractinsky,Deborah Estrin,P
Marcel Staroswiecki,Deborah Estrin,N
Sven Hartmann,Debra E. VanderMeer,N
Frederick P. Brooks Jr.,Debra E. VanderMeer,P
Vadim Bulitko,Debranjan Sarkar,P
Kenji Kaneko,Debranjan Sarkar,N
Nam Ling,Debranjan Sarkar,P
Xishun Zhao,Decheng Ding,P
Zhang Mingyi,Decheng Ding,P
P. C. Ching,Decheng Ding,P
Diane H. Sonnenwald,Decheng Ding,N
Shiu Kit Tso,Decheng Ding,P
Selina S. Dwight,Deena Larsen,P
Jean-Michel Morel,Deena Larsen,P
Emil M. Petriu,Deena Larsen,N
Evert Jan Baerends,Deena Larsen,N
Ching-Yung Lin,Deepa Kundur,N
Mark Thorson,Deepa Kundur,P
Xiaoqi Yang,Deepa Kundur,P
Kai-Uwe Sattler,Deepa Kundur,N
Michael Patriksson,Deepa Kundur,N
Rajeev R. Raje,Deepa Kundur,N
Laurent Vigneron,Deepak Kapur,P
Yeong-Ho Ha,Deepak Kapur,P
Shihab A. Shamma,Deepak Kapur,P
Brian M. Sadler,Deepak Kapur,N
Adnan Aziz,Deepak Kapur,N
Graham Pervan,Deepinder S. Bajwa,N
Daniel E. Koditschek,Deepinder S. Bajwa,P
Houduo Qi,Defeng Sun,N
Michel Deza,Defeng Sun,N
Alessandro Bogliolo,Defeng Sun,P
Risto Lahdelma,Defeng Sun,P
Anna Bernasconi 0001,Defeng Sun,P
W. Eric L. Grimson,Defeng Sun,P
John N. Chiasson,Deirdre K. Mulligan,P
Inés Couso,Deirdre K. Mulligan,P
Matteo Baldoni,Deirdre K. Mulligan,N
Daizhan Cheng,Dejan S. Milojicic,N
Jong-Lick Lin,Dejan S. Milojicic,P
Teresa Head-Gordon,Delfin Y. Montuno,P
Avrim Blum,Delfin Y. Montuno,N
Roger C. E. Tan,Delin Chu,N
Fuqin Xiong,Delin Chu,P
Jae-Nam Lee,Delin Chu,N
Mohammad S. Obaidat,Delin Chu,P
Irfan-Ullah Awan,Demetres D. Kouvatsos,N
Carmine Landi,Demetres D. Kouvatsos,N
Ola Henfridsson,Demetres D. Kouvatsos,P
Igor Faynberg,Demetres D. Kouvatsos,N
Joaquin Sicilia,Demetres D. Kouvatsos,N
Imre Csiszár,Demetrios G. Sampson,N
GeunSik Jo,Demetrios G. Sampson,P
Pravin Varaiya,Demetrios G. Sampson,P
Heeseok Lee,Demetrios G. Sampson,N
Frederik Maes,Demetrios G. Sampson,N
Nah-Oak Song,Demosthenis Teneketzis,N
Hiroyuki Yotsuyanagi,Demosthenis Teneketzis,N
Tomás Feder,Demosthenis Teneketzis,N
James E. Fowler,Demosthenis Teneketzis,N
Aria Nosratinia,Demosthenis Teneketzis,P
Jian-Bo Yang,Dengfeng Li,P
Óscar Reinoso,Dengfeng Li,P
Frank Eisenhaber,Dengguo Feng,P
Andrew Solomon,Denis Besnard,P
Petros Maragos,Denis Besnard,N
James E. Smith 0003,Denis Borenstein,P
Koji Ito,Denis Borenstein,N
Iasson Karafyllis,Denis Bouyssou,P
Yeheskel Bar-Ness,Denis Bouyssou,N
João P. Marques Silva,Denis Bouyssou,N
Stephen F. McCormick,Denis Dochain,P
Giuseppe Martinelli,Denis Dochain,N
Pierpaolo Degano,Denis Dochain,P
Karem A. Sakallah,Denis Laurendeau,N
Afzel Noore,Denis Laurendeau,P
Takanori Shibata,Denis Laurendeau,P
Thomas M. Liebling,Denis Naddef,N
Massimo Melucci,Denis Naddef,N
James F. Power,Denis Naddef,P
Yuval Shavitt,Denis Naddef,N
Josien P. W. Pluim,Denis Naddef,P
Francis Collino,Denis Naddef,P
Valentina S. Harizanov,Denis Naddef,P
Bakhadyr Khoussainov,Denis R. Hirschfeldt,N
Julia F. Knight,Denis R. Hirschfeldt,P
Richard A. Shore,Denis R. Hirschfeldt,P
Christophe Andrieu,Denis R. Hirschfeldt,N
Giancarlo Mauri,Denis R. Hirschfeldt,P
Yves Bertrand,Denis R. Hirschfeldt,N
Marcello M. Bonsangue,Denis R. Hirschfeldt,N
Leandros Tassiulas,Denis R. Hirschfeldt,N
Reiko Heckel,Denis R. Towill,N
Yasufumi Takama,Denis Thérien,N
Stefan Andrei,Denis Thérien,N
Alfredo Goldman,Denis Trystram,N
Grégory Mounié,Denis Trystram,N
Mikhail Y. Kovalyov,Denis Trystram,N
Dave A. Thomas,Denis Trystram,P
Arthur L. Liestman,Denis Trystram,N
Jason Leigh,Denis Trystram,N
Manfred Droste,Denis Trystram,P
Ad Aertsen,Denis Trystram,P
George Kesidis,Denis Trystram,P
Sóstenes Lins,Denis Trystram,P
Valentin E. Brimkov,Denis Trystram,N
Roberto Natalini,Denise Aregba-Driollet,P
Joachim Denzler,Denise Aregba-Driollet,P
Won-Gi Jeon,Denise Aregba-Driollet,P
Michael H. Albert,Denise Aregba-Driollet,N
David E. Culler,Dennis E. Shasha,P
Sos S. Agaian,Dennis E. Shasha,P
Luís Moniz Pereira,Dennis E. Shasha,N
Ping Zhang 0002,Dennis F. Galletta,N
Peter Mertens,Dennis F. Galletta,N
Vladimir D. Tonchev,Dennis F. Galletta,N
Eric Rogers,Dennis F. Galletta,P
Seong Ki Mun,Dennis F. Galletta,N
Eswaran Subrahmanian,Dennis Goeckel,P
Mehmet Sahinoglu,Dennis Goeckel,P
Antonio Sedeño-Noda,Dennis Goeckel,P
Bernard Huyart,Dennis Goeckel,P
Kenny Q. Ye,Dennis K. J. Lin,N
William Li,Dennis K. J. Lin,P
Lieven Eeckhout,Dennis K. J. Lin,N
Kouichi Sakurai,Dennis K. J. Lin,P
Steven J. Ruuth,Dennis Koelma,P
Sébastien Tixeuil,Dennis Koelma,N
Shih-Chang Hsia,Dennis Koelma,P
Gabriel Wittum,Dennis Koelma,P
Lih-Hsing Hsu,Dennis N. Ocholla,N
Luis M. Camarinha-Matos,Dennis Nicholson,P
Jason Leigh,Dennis R. Morgan,N
Maria A. Stuchly,Dennis R. Morgan,N
James R. Lewis,Dennis R. Morgan,P
Guang-Ming Wu,Dennis R. Morgan,N
Robert Haskins,Dennis S. Bernstein,N
Marco Viceconti,Dennis S. Bernstein,P
Antonín Dvorák,Dennis S. Bernstein,P
Miguel Angel Fiol,Dennis S. Bernstein,P
Pabitra Mitra,Dennis S. Bernstein,N
Robert L. Stevenson,Dennis S. Bernstein,P
Vijay Kumar 0002,Dennis Stanton,P
Kei-Hoi Cheung,Dennis Stanton,N
Rodney G. Downey,Dennis Stanton,P
Andrew B. Kahng,Dennis Sylvester,P
Chenming Hu,Dennis Sylvester,N
David T. Blaauw,Dennis Sylvester,N
Dirk Stroobandt,Dennis Sylvester,P
Igor L. Markov,Dennis Sylvester,N
Tamás Roska,Dennis Sylvester,N
Debanjan Saha,Dennis Sylvester,P
Rolf P. Würtz,Dentcho N. Batanov,N
William E. Hart,Dentcho N. Batanov,P
Ding-Ming Kwai,Denys Chaume,N
Francis E. Kennedy,Denys Chaume,N
Paul K. Wright,Denys Chaume,N
Songchun Moon,Denys Chaume,P
Bernhard Koerber,Denys Chaume,P
Kurt Mehlhorn,Denys Duchier,N
Martin Henz,Denys Duchier,P
Seif Haridi,Denys Duchier,N
Jang-Ping Sheu,Denys Duchier,P
