author,id_article,year
Chinthananda Tellambura,journals/tcom/SathananthanT01,2001
Shuichi Ohno,journals/tcom/OhnoG02,2002
Georgios B. Giannakis,journals/tcom/OhnoG02,2002
Desmond P. Taylor,journals/tcom/MartinT01,2001
Byoung-Hoon Kim,journals/tcom/KimL01c,2001
Byeong Gi Lee,journals/tcom/KimL01c,2001
Stefano Galli,journals/tcom/Galli02,2002
Chin-Tau Lea,journals/tcom/WongL01,2001
Roy D. Yates,journals/tcom/YenerYU01,2001
Sennur Ulukus,journals/tcom/YenerYU01,2001
Mark J. T. Smith,journals/tcom/KhanSM01,2001
Steven W. McLaughlin,journals/tcom/KhanSM01,2001
Don J. Torrieri,journals/tcom/Torrieri02a,2002
Richard D. Wesel,journals/tcom/FragouliW01,2001
Heinrich Meyr,journals/tcom/BalterseeFM01,2001
Lie-Liang Yang,journals/tcom/YangH02,2002
Lajos Hanzo,journals/tcom/YangH02,2002
Xiang-Gen Xia,journals/tcom/Xia01,2001
Yao Ma,journals/tcom/MaL01,2001
Teng Joon Lim,journals/tcom/MaL01,2001
Saman S. Abeysekera,journals/tcom/Abeysekera01,2001
Peter F. Swaszek,journals/tcom/SwaszekL01,2001
Andreas Müller,journals/tcom/MullerE02,2002
Jaafar M. H. Elmirghani,journals/tcom/MullerE02,2002
Bahram Honary,journals/tcom/HirstHM01,2001
Jie Lai,journals/tcom/LaiM01,2001
Narayan B. Mandayam,journals/tcom/LaiM01,2001
Elvino S. Sousa,journals/tcom/LuoSP02,2002
Subbarayan Pasupathy,journals/tcom/LuoSP02,2002
Branka Vucetic,journals/tcom/YuanFV02,2002
Ananthanarayanan Chockalingam,journals/tcom/AnnavajjalaCM02,2002
Laurence B. Milstein,journals/tcom/AnnavajjalaCM02,2002
Michael L. Honig,journals/tcom/HonigMSM01,2001
Scott L. Miller,journals/tcom/HonigMSM01,2001
Laurence B. Milstein,journals/tcom/HonigMSM01,2001
Khaled Ben Letaief,journals/tcom/LiLC02,2002
Christophe Andrieu,journals/tcom/PunskayaADF01,2001
Arnaud Doucet,journals/tcom/PunskayaADF01,2001
William J. Fitzgerald 0001,journals/tcom/PunskayaADF01,2001
Kwang Soon Kim,journals/tcom/KimMMF02,2002
Laurence B. Milstein,journals/tcom/KimMMF02,2002
Mahesh K. Varanasi,journals/tcom/FainV01,2001
Giorgio Matteo Vitetta,journals/tcom/ChiavacciniV01a,2001
Ignasi Furió,journals/tcom/FurioF02,2002
Guillem Femenias,journals/tcom/FurioF02,2002
André Monin,journals/tcom/MoninST01,2001
Gérard Salut,journals/tcom/MoninST01,2001
K. J. Ray Liu,journals/tcom/WangL02,2002
Wing C. Kwong,journals/tcom/KwongY02,2002
Richard D. Wesel,journals/tcom/BernardLWA02,2002
Abeer Alwan,journals/tcom/BernardLWA02,2002
Gregory J. Pottie,journals/tcom/WangP02,2002
Norman C. Beaulieu,journals/tcom/PopB01,2001
Gilles Y. Delisle,journals/tcom/SmidaDD01,2001
Sang Hyuk Kang,journals/tcom/KangOS02,2002
Dan Keun Sung,journals/tcom/KangOS02,2002
Evaggelos Geraniotis,journals/tcom/SharmaGG01,2001
Georgios B. Giannakis,journals/tcom/ZhouGS02,2002
Ananthram Swami,journals/tcom/ZhouGS02,2002
Ying-Chang Liang,journals/tcom/LiangCL01,2001
K. J. Ray Liu,journals/tcom/LiangCL01,2001
Andrea J. Goldsmith,journals/tcom/ChungG01,2001
Joseph M. Kahn,journals/tcom/YouK01,2001
John M. Cioffi,journals/tcom/NegiC02,2002
Kyungwhoon Cheun,journals/tcom/CheunJ01,2001
Geoffrey Ye Li,journals/tcom/LiS01,2001
Nelson Sollenberger,journals/tcom/LiS01,2001
Wayne E. Stark,journals/tcom/LandolsiS02,2002
Ge Nong,journals/tcom/NongHM01,2001
Mounir Hamdi,journals/tcom/NongHM01,2001
Jogesh K. Muppala,journals/tcom/NongHM01,2001
Costas N. Georghiades,journals/tcom/SpasojevicG01,2001
Giorgio Matteo Vitetta,journals/tcom/ChiavacciniV01,2001
Xiaohua Jia,journals/tcom/JiaZL01,2001
Wei Zhao 0001,journals/tcom/JiaZL01,2001
Jingjun Zhang,journals/tcom/ZhangA01,2001
Valentine A. Aalo,journals/tcom/ZhangA01,2001
Byoung-Hoon Kim,journals/tcom/KimL01a,2001
Byeong Gi Lee,journals/tcom/KimL01a,2001
Desmond P. Taylor,journals/tcom/HoldsworthTP01,2001
T. Aaron Gulliver,journals/tcom/RankinG01,2001
Laurence B. Milstein,journals/tcom/FangM01,2001
Fulvio Babich,journals/tcom/Babich02,2002
Georgios B. Giannakis,journals/tcom/LiuG01,2001
Tho Le-Ngoc,journals/tcom/WengLXT01,2001
Sofiène Tahar,journals/tcom/WengLXT01,2001
Branka Vucetic,journals/tcom/FengYV02,2002
Zhi Ding 0001,journals/tcom/ShenD01,2001
Naofal Al-Dhahir,journals/tcom/Al-Dhahir01,2001
Laurence B. Milstein,journals/tcom/XuM01a,2001
Ed Shwedyk,journals/tcom/TangS01,2001
Trieu-Kien Truong,journals/tcom/TruongJR01,2001
Jyh-Horng Jeng,journals/tcom/TruongJR01,2001
Irving S. Reed,journals/tcom/TruongJR01,2001
Khaled Ben Letaief,journals/tcom/WongCLM01,2001
Ross D. Murch,journals/tcom/WongCLM01,2001
Lev Goldfeld,journals/tcom/GoldfeldLW02,2002
Vladimir Lyandres,journals/tcom/GoldfeldLW02,2002
Dov Wulich,journals/tcom/GoldfeldLW02,2002
Mohsen Kavehrad,journals/tcom/JeongK02,2002
Anthony Ephremides,journals/tcom/EphremidesT02,2002
Robert F. Harrison,journals/tcom/MitchinsonH02,2002
Theodore S. Rappaport,journals/tcom/DurginRW02,2002
Desmond P. Taylor,journals/tcom/MartinT02,2002
Mohsen Kavehrad,journals/tcom/AkhavanKJ02,2002
Jong-Ki Han,journals/tcom/HanK01,2001
Hyung-Myung Kim,journals/tcom/HanK01,2001
Hamid Jafarkhani,journals/tcom/Jafarkhani01,2001
Evaggelos Geraniotis,journals/tcom/SuG02a,2002
Dan Keun Sung,journals/tcom/KimKKCS01,2001
Jørn Justesen,journals/tcom/Justesen01,2001
Yuanyuan Yang,journals/tcom/QinY02,2002
Xiaodong Wang 0001,journals/tcom/SpasojevicWH01,2001
Anders Høst-Madsen,journals/tcom/SpasojevicWH01,2001
Q. T. Zhang,journals/tcom/ZhangL02,2002
Ranjan K. Mallik,journals/tcom/MallikWW02,2002
Moe Z. Win,journals/tcom/MallikWW02,2002
Jack H. Winters,journals/tcom/MallikWW02,2002
Rick S. Blum,journals/tcom/Blum02,2002
Alan Gatherer,journals/tcom/OnggosanusiGDH01,2001
Mohamed-Slim Alouini,journals/tcom/KangAY02,2002
Ross D. Murch,journals/tcom/ZhuM02,2002
Jean-Pierre Adoul,journals/tcom/RagotAL01,2001
Chi-Chao Chao,journals/tcom/WangC02,2002
Mary Ann Ingram,journals/tcom/LiI02,2002
Mohamed-Slim Alouini,journals/tcom/AlouiniS02,2002
Marvin K. Simon,journals/tcom/AlouiniS02,2002
Harry H. Tan,journals/tcom/CoreT02,2002
Wayne E. Stark,journals/tcom/JongS01,2001
Steven D. Blostein,journals/tcom/WangB01,2001
Stefano Buzzi,journals/tcom/BuzziLT01,2001
Marco Lops,journals/tcom/BuzziLT01,2001
Antonia Maria Tulino,journals/tcom/BuzziLT01,2001
Lajos Hanzo,journals/tcom/YeeH02,2002
Cyril Leung,journals/tcom/ChongL01,2001
Georgios B. Giannakis,journals/tcom/ZhouG01,2001
H. Vincent Poor,journals/tcom/PoorT02,2002
Mario Tanda,journals/tcom/PoorT02,2002
Young C. Yoon,journals/tcom/YoonL01,2001
Harry Leib,journals/tcom/YoonL01,2001
Hanks H. Zeng,journals/tcom/ZengLW01,2001
Geoffrey Ye Li,journals/tcom/ZengLW01,2001
Jack H. Winters,journals/tcom/ZengLW01,2001
Roberto Garello,journals/tcom/GarelloMBC01,2001
Guido Montorsi,journals/tcom/GarelloMBC01,2001
Sergio Benedetto,journals/tcom/GarelloMBC01,2001
Giovanni Cancellieri,journals/tcom/GarelloMBC01,2001
Kannan Ramchandran,journals/tcom/RaghavanRK01,2001
Sang Wu Kim,journals/tcom/KimK01,2001
Charles L. Weber,journals/tcom/SadjadpourW01,2001
Andrea J. Goldsmith,journals/tcom/MehtaG02,2002
Luciano Izzo,journals/tcom/IzzoT01,2001
Mario Tanda,journals/tcom/IzzoT01,2001
Lars K. Rasmussen,journals/tcom/TanRL01,2001
Teng Joon Lim,journals/tcom/TanRL01,2001
Desmond P. Taylor,journals/tcom/BaasT01,2001
Wayne E. Stark,journals/tcom/ChoiYS02,2002
Ed Shwedyk,journals/tcom/NguyenS01,2001
Ali Abdi,journals/tcom/AbdiK02,2002
Mostafa Kaveh,journals/tcom/AbdiK02,2002
George V. Tsoulos,journals/tcom/PiechockiMT01,2001
Xiaodong Wang,journals/tcom/YangW02,2002
Walid K. M. Ahmed,journals/tcom/AhmedM02,2002
Peter J. McLane,journals/tcom/AhmedM02,2002
Mikael Sternad,journals/tcom/LindbomSA01,2001
Anders Ahlén,journals/tcom/LindbomSA01,2001
Hui Liu,journals/tcom/LiuY01,2001
Yiu-Wing Leung,journals/tcom/LeungXH02a,2002
Ashutosh Sabharwal,journals/tcom/SabharwalMM01,2001
Urbashi Mitra,journals/tcom/SabharwalMM01,2001
Randolph L. Moses,journals/tcom/SabharwalMM01,2001
Chengshan Xiao,journals/tcom/XiaoZB02,2002
Norman C. Beaulieu,journals/tcom/XiaoZB02,2002
Guoliang Xue,journals/tcom/Xue02,2002
Behnaam Aazhang,journals/tcom/BhashyamA02,2002
Jawad A. Salehi,journals/tcom/ForouzanSN02,2002
Masoumeh Nasiri-Kenari,journals/tcom/ForouzanSN02,2002
Harro L. Hartmann,journals/tcom/Hartmann02,2002
Steven D. Blostein,journals/tcom/ZhaB02,2002
Tor M. Aulin,journals/tcom/BrannstromAR02,2002
Lars K. Rasmussen,journals/tcom/BrannstromAR02,2002
Jawad A. Salehi,journals/tcom/RazaviS02,2002
Georgios B. Giannakis,journals/tcom/LiuGH01,2001
Brian L. Hughes,journals/tcom/LiuGH01,2001
Ronald A. Iltis,journals/tcom/Iltis01,2001
John M. Cioffi,journals/tcom/YuC02,2002
Giuseppe Caire,journals/tcom/CaireHMN02,2002
Pierre A. Humblet,journals/tcom/CaireHMN02,2002
Michail K. Tsatsanis,journals/tcom/CirpanT01,2001
Davide Dardari,journals/tcom/ContiDT02,2002
Velio Tralli,journals/tcom/ContiDT02,2002
Andrea J. Goldsmith,journals/tcom/LiG02,2002
Steven W. McLaughlin,journals/tcom/SivasankaranM01,2001
Georgios B. Giannakis,journals/tcom/LiuMG02,2002
Marvin K. Simon,journals/tcom/SimonA01a,2001
Mohamed-Slim Alouini,journals/tcom/SimonA01a,2001
Valentine A. Aalo,journals/tcom/ChayawanA02,2002
Yao Ma,journals/tcom/MaZ02,2002
Q. T. Zhang,journals/tcom/MaZ02,2002
Marc de Courville,journals/tcom/MuquetCDGM02,2002
Pierre Duhamel,journals/tcom/MuquetCDGM02,2002
Georgios B. Giannakis,journals/tcom/MuquetCDGM02,2002
Dong In Kim,journals/tcom/MinnKB02,2002
Vijay K. Bhargava,journals/tcom/MinnKB02,2002
Rahim Tafazolli,journals/tcom/ValadonTE01,2001
Barry G. Evans,journals/tcom/ValadonTE01,2001
Tony T. Lee,journals/tcom/LeeL02,2002
Robert Schober,journals/tcom/SchoberG02,2002
Wolfgang H. Gerstacker,journals/tcom/SchoberG02,2002
Ja-Ling Wu,journals/tcom/TsaiW01,2001
Seung Joon Lee,journals/tcom/LeeKS01,2001
Tai Suk Kim,journals/tcom/LeeKS01,2001
Dan Keun Sung,journals/tcom/LeeKS01,2001
R. Michael Buehrer,journals/tcom/Buehrer01,2001
Annamalai Annamalai,journals/tcom/AnnamalaiTB01,2001
Chintha Tellambura,journals/tcom/AnnamalaiTB01,2001
Vijay K. Bhargava,journals/tcom/AnnamalaiTB01,2001
Yu-Chee Tseng,journals/tcom/TsengYC02,2002
Michail K. Tsatsanis,journals/tcom/ZhangT02,2002
Costas N. Georghiades,journals/tcom/ChoeG02,2002
Moe Z. Win,journals/tcom/WinW01,2001
Jack H. Winters,journals/tcom/WinW01,2001
Arnaldo Spalvieri,journals/tcom/MagariniST02,2002
Guido Tartara,journals/tcom/MagariniST02,2002
Jawad A. Salehi,journals/tcom/KeshavarzianS02,2002
Ed Shwedyk,journals/tcom/NguyenS02,2002
Rick S. Blum,journals/tcom/ZhangB01,2001
Rick S. Blum,journals/tcom/LinB02,2002
Marvin K. Simon,journals/tcom/SimonA01,2001
Mohamed-Slim Alouini,journals/tcom/SimonA01,2001
Enzo Baccarelli,journals/tcom/BaccarelliG01,2001
Stefano Galli,journals/tcom/BaccarelliG01,2001
Mahesh K. Varanasi,journals/tcom/VaranasiD02,2002
Evaggelos Geraniotis,journals/tcom/GamalG02,2002
Seong Keun Oh,journals/tcom/RyuPO02,2002
Yuanyuan Yang,journals/tcom/ZhouY02,2002
Costas N. Georghiades,journals/tcom/LiGH01,2001
Garng M. Huang,journals/tcom/LiGH01,2001
Mahesh K. Varanasi,journals/tcom/VaranasiG01,2001
Paul Petrus,journals/tcom/PetrusRR02,2002
Jeffrey H. Reed,journals/tcom/PetrusRR02,2002
Theodore S. Rappaport,journals/tcom/PetrusRR02,2002
Akbar M. Sayeed,journals/tcom/OnggosanusiSV02a,2002
Barry D. Van Veen,journals/tcom/OnggosanusiSV02a,2002
Vincent K. N. Lau,journals/tcom/LauLC02,2002
Yong Hoon Lee,journals/tcom/HwangL02,2002
Yuguang Fang,journals/tcom/FangC02,2002
Imrich Chlamtac,journals/tcom/FangC02,2002
Mahesh K. Varanasi,journals/tcom/RussV02,2002
Jan W. M. Bergmans,journals/tcom/PozidisBC02,2002
Wim M. J. Coene,journals/tcom/PozidisBC02,2002
Subhash C. Kwatra,journals/tcom/DaveKK01,2001
Naofal Al-Dhahir,journals/tcom/FragouliADT02,2002
William Turin,journals/tcom/FragouliADT02,2002
William E. Ryan,journals/tcom/Ryan01,2001
Tor M. Aulin,journals/tcom/MoqvistA01,2001
Robert Morelos-Zaragoza,journals/tcom/Morelos-ZaragozaM01,2001
Silvano Pupolin,journals/tcom/CostaP02,2002
Guanghan Xu,journals/tcom/ArredondoX02,2002
Robert F. H. Fischer,journals/tcom/FischerTH02,2002
Johannes B. Huber,journals/tcom/FischerTH02,2002
Shirish A. Altekar,journals/tcom/AltekarVW01,2001
Jack K. Wolf,journals/tcom/AltekarVW01,2001
Ronald A. Iltis,journals/tcom/KimI02,2002
Ashutosh Sabharwal,journals/tcom/BhashyamSA02,2002
Behnaam Aazhang,journals/tcom/BhashyamSA02,2002
Iain B. Collings,journals/tcom/DavisCH01,2001
Peter Hoeher,journals/tcom/DavisCH01,2001
Kah Chan Teh,journals/tcom/QinTG02,2002
Erry Gunawan,journals/tcom/QinTG02,2002
Kannan Ramchandran,journals/tcom/PradhanR02,2002
Dong In Kim,journals/tcom/KimB01,2001
Vijay K. Bhargava,journals/tcom/KimB01,2001
Kwan L. Yeung,journals/tcom/Yeung01,2001
Dong In Kim,journals/tcom/KimB02,2002
Vijay K. Bhargava,journals/tcom/KimB02,2002
Krishna R. Narayanan,journals/tcom/NarayananS01,2001
Gordon L. Stüber,journals/tcom/NarayananS01,2001
Gordon L. Stüber,journals/tcom/KimSA02,2002
Ian F. Akyildiz,journals/tcom/KimSA02,2002
Moe Z. Win,journals/tcom/WinM02,2002
Ranjan K. Mallik,journals/tcom/WinM02,2002
Khaled Ben Letaief,journals/tcom/YangLCC01,2001
Roger S. Cheng,journals/tcom/YangLCC01,2001
Yu-Chee Tseng,journals/tcom/TsengYHLS01,2001
Jang-Ping Sheu,journals/tcom/TsengYHLS01,2001
Mao-Chao Lin,journals/tcom/TangL02,2002
Maja Bystrom,journals/tcom/BystromM01,2001
James W. Modestino,journals/tcom/BystromM01,2001
Costas N. Georghiades,journals/tcom/DasguptaG02,2002
Javad Razavilar,journals/tcom/RazavilarLM02,2002
K. J. Ray Liu,journals/tcom/RazavilarLM02,2002
Steven I. Marcus,journals/tcom/RazavilarLM02,2002
En-Hui Yang,journals/tcom/LiuYZ01,2001
Zhen Zhang,journals/tcom/LiuYZ01,2001
Robert Schober,journals/tcom/LampeSEH02,2002
Johannes B. Huber,journals/tcom/LampeSEH02,2002
Jing Li,journals/tcom/LiNKG02,2002
Krishna R. Narayanan,journals/tcom/LiNKG02,2002
Costas N. Georghiades,journals/tcom/LiNKG02,2002
Dennis Goeckel,journals/tcom/AnanthaswamyG02,2002
Akbar M. Sayeed,journals/tcom/OnggosanusiSV02,2002
Barry D. Van Veen,journals/tcom/OnggosanusiSV02,2002
Kwonhue Choi,journals/tcom/ChoiCJ02,2002
Kyungwhoon Cheun,journals/tcom/ChoiCJ02,2002
Tim C. Tozer,journals/tcom/BaronkinZT02,2002
Mary Ann Ingram,journals/tcom/LiIN02,2002
Ross D. Murch,journals/tcom/WongML02,2002
Khaled Ben Letaief,journals/tcom/WongML02,2002
Oded Yaniv,journals/tcom/YanivR01,2001
Dan Raphaeli,journals/tcom/YanivR01,2001
Evaggelos Geraniotis,journals/tcom/ThomasG02,2002
G. Robert Redinbo,journals/tcom/RedinboM01,2001
Joseph R. Cavallaro,journals/tcom/SenguptaCA01,2001
Behnaam Aazhang,journals/tcom/SenguptaCA01,2001
Hideo Murakami,journals/tcom/Murakami01,2001
Constantinos B. Papadias,journals/tcom/LozanoP02,2002
Kwang Bok Lee,journals/tcom/ShinL01a,2001
Georgios B. Giannakis,journals/tcom/StamoulisGS01,2001
Anna Scaglione,journals/tcom/StamoulisGS01,2001
Branimir R. Vojcic,journals/tcom/AlRustamaniV02,2002
Silvia De Fina,journals/tcom/FinaL01,2001
Pierfrancesco Lombardo,journals/tcom/FinaL01,2001
Mohsen Kavehrad,journals/tcom/AkhavanKJ02a,2002
Kenneth J. Kerpez,journals/tcom/KerpezG02,2002
Stefano Galli,journals/tcom/KerpezG02,2002
Evaggelos Geraniotis,journals/tcom/SuG02,2002
Nevio Benvenuto,journals/tcom/BenvenutoT02,2002
Wojciech Kabacinski,journals/tcom/KabacinskiD02,2002
Brian Chen,journals/tcom/ChenS01,2001
Carl-Erik W. Sundberg,journals/tcom/ChenS01,2001
Nevio Benvenuto,journals/tcom/BenvenutoTT02,2002
Luciano Tomba,journals/tcom/BenvenutoTT02,2002
Khaled Ben Letaief,journals/tcom/YangCL01,2001
Mao-Chao Lin,journals/tcom/WeiL01,2001
Khaled Ben Letaief,journals/tcom/BoubakerLM02,2002
Ross D. Murch,journals/tcom/BoubakerLM02,2002
Rodger E. Ziemer,journals/tcom/BoariuZ01,2001
John H. Gass Jr.,journals/tcom/GassNP02,2002
Daniel L. Noneaker,journals/tcom/GassNP02,2002
Michael B. Pursley,journals/tcom/GassNP02,2002
Venugopal V. Veeravalli,journals/tcom/MantravadiV01,2001
Qi Wang,journals/tcom/WangW02,2002
Lei Wei 0003,journals/tcom/WangW02,2002
Albert M. Chan,journals/tcom/ChanW01,2001
Gregory W. Wornell,journals/tcom/ChanW01,2001
Jiunn-Tsair Chen,journals/tcom/ChenW01a,2001
Ravi Narasimhan,journals/tcom/NarasimhanC01,2001
Donald C. Cox,journals/tcom/NarasimhanC01,2001
Achille Pattavina,journals/tcom/PattavinaT02,2002
Jacques Vaisey,journals/tcom/SubbalakshmiV01,2001
Ye Li,journals/tcom/LiC01,2001
Leonard J. Cimini Jr.,journals/tcom/LiC01,2001
Inkyu Lee,journals/tcom/Lee01,2001
Lee M. Garth,journals/tcom/Garth01,2001
K. R. Subramanian,journals/tcom/HeSZM01,2001
Liren Zhang,journals/tcom/HeSZM01,2001
Kai-Kuang Ma,journals/tcom/HeSZM01,2001
Marvin K. Simon,journals/tcom/Simon02,2002
Reginaldo Palazzo Jr.,journals/tcom/MoraesFPPL02,2002
Johannes B. Huber,journals/tcom/BreilingH01,2001
Antonio Artés-Rodríguez,journals/tcom/Gonzalez-SerranoMA01,2001
Lajos Hanzo,journals/tcom/YeeLH01,2001
Desmond P. Taylor,journals/tcom/BaasT01a,2001
Jyrki Joutsensalo,journals/tcom/RistaniemiJ01,2001
Don J. Torrieri,journals/tcom/Torrieri02,2002
Michael Frey,journals/tcom/FreyN01,2001
Georgios B. Giannakis,journals/tcom/ZhouGM02,2002
Jérôme Louveaux,journals/tcom/LouveauxVCP01,2001
Luc Vandendorpe,journals/tcom/LouveauxVCP01,2001
Laurent Cuvelier,journals/tcom/LouveauxVCP01,2001
Thierry Pollet,journals/tcom/LouveauxVCP01,2001
Mohammad Ghavami,journals/tcom/GhavamiK02,2002
Ryuji Kohno,journals/tcom/GhavamiK02,2002
Sang Wu Kim,journals/tcom/KimK01a,2001
Michael Rice,journals/tcom/RiceTM01,2001
Jamie S. Evans,journals/tcom/TrichardEC02,2002
Iain B. Collings,journals/tcom/TrichardEC02,2002
Richard V. Cox,journals/tcom/FingscheidtHCS02,2002
Nambi Seshadri,journals/tcom/FingscheidtHCS02,2002
P. Takis Mathiopoulos,journals/tcom/IskanderM02,2002
Robert Schober,journals/tcom/SchoberG01,2001
Wolfgang H. Gerstacker,journals/tcom/SchoberG01,2001
Wu-Sheng Lu,journals/tcom/WangLA01,2001
Andreas Antoniou,journals/tcom/WangLA01,2001
Giulio Colavolpe,journals/tcom/ColavolpeR02,2002
Riccardo Raheli,journals/tcom/ColavolpeR02,2002
Stefano Buzzi,journals/tcom/BuzziLT01a,2001
Marco Lops,journals/tcom/BuzziLT01a,2001
Antonia Maria Tulino,journals/tcom/BuzziLT01a,2001
Massimiliano Martone,journals/tcom/Martone01,2001
Sumit Roy 0001,journals/tcom/RoyY02,2002
Mao-Ching Chiu,journals/tcom/Chiu01,2001
Evaggelos Geraniotis,journals/tcom/SuG01,2001
Emad K. Al-Hussaini,journals/tcom/Al-HussainiS02,2002
Marco Chiani,journals/tcom/ChianiAA01a,2001
Oreste Andrisano,journals/tcom/ChianiAA01a,2001
Mohsen Kavehrad,journals/tcom/JivkovaK01,2001
Mary Ann Ingram,journals/tcom/LiIR02,2002
Yiu-Wing Leung,journals/tcom/XiaoLH01,2001
Kwang Bok Lee,journals/tcom/ShinL01,2001
Guanghan Xu,journals/tcom/ArredondoDX02,2002
Jiunn-Tsair Chen,journals/tcom/ChenW01,2001
Dongwoo Kim,journals/tcom/Kim01,2001
Roy D. Yates,journals/tcom/YenerYU02,2002
Sennur Ulukus,journals/tcom/YenerYU02,2002
William Moran 0001,journals/tcom/RiceCMR01,2001
Petre Stoica,journals/tcom/SampathSP01,2001
Arogyaswami Paulraj,journals/tcom/SampathSP01,2001
Bernard Moulin,journals/rig/AlloucheM01,2001
Willem F. Bronsvoort,journals/jcise/BidarraKNB02,2002
David W. Rosen,journals/jcise/ChenR02,2002
Simon Szykman,journals/jcise/SzykmanSR01,2001
Ram D. Sriram,journals/jcise/SzykmanSR01,2001
William C. Regli,journals/jcise/SzykmanSR01,2001
Kunwoo Lee,journals/jcise/AndersonL01,2001
Carlo H. Séquin,journals/jcise/DSouzaWS02,2002
Gershon Elber,journals/jcise/Elber01,2001
Christoph M. Hoffmann,journals/jcise/Hoffmann01a,2001
Masatake Higashi,journals/jcise/HigashiNNH01,2001
Mamoru Hosaka,journals/jcise/HigashiNNH01,2001
Masatake Higashi,journals/jcise/HigashiAK02,2002
Bianca Falcidieno,journals/jcise/CatalanoFGM02,2002
Franca Giannini,journals/jcise/CatalanoFGM02,2002
Dana S. Nau,journals/jcise/CiocoiuNG01,2001
Michael J. Pratt,journals/jcise/Pratt01,2001
Kazuhiro Saitou,journals/jcise/BaydarS01,2001
David W. Rosen,journals/jcise/GerhardRAM01,2001
Carlo H. Séquin,journals/jcise/AhnSSKDSMWKMSS01,2001
A. David Marshall,journals/jcise/LangbeinMMM01,2001
Ralph R. Martin,journals/jcise/LangbeinMMM01,2001
Martin Hardwick,journals/jcise/HardwickS01,2001
David L. Spooner,journals/jcise/HardwickS01,2001
Núria Pla Garcia,journals/jcise/NavauGA02,2002
Marc Vigo Anglada,journals/jcise/NavauGA02,2002
Pat P. Banerjee,journals/jcise/Banerjee02,2002
Sankar Jayaram,journals/jcise/JayaramVGJS01,2001
Rajit Gadh,journals/jcise/JayaramVGJS01,2001
Debasish Dutta,journals/jcise/ShinD02,2002
Pat P. Banerjee,journals/jcise/BanerjeeBR02,2002
Michael J. Pratt,journals/jcise/Pratt01b,2001
Tom M. Cavalier,journals/jcise/XiLC01,2001
Rajit Gadh,journals/jcise/ChuMG02,2002
Alexander G. Belyaev,journals/jcise/OhtakeB02,2002
Vadim Shapiro,journals/jcise/RaghothamaS02,2002
Chia-Hsiang Menq,journals/jcise/ShenHM01,2001
Peter M. Dew,journals/jcise/JusterMDTFIZT01,2001
Stephen Taylor,journals/jcise/JusterMDTFIZT01,2001
Jami J. Shah,journals/jcise/ShahAKJ01,2001
Yong Se Kim,journals/jcise/ShahAKJ01,2001
Sanjay Joshi,journals/jcise/ShahAKJ01,2001
Stephen C. Y. Lu,journals/jcise/GeWL02,2002
Willem F. Bronsvoort,journals/jcise/NoortB01,2001
Debasish Dutta,journals/jcise/DuttaPRW01,2001
Fritz B. Prinz,journals/jcise/DuttaPRW01,2001
David W. Rosen,journals/jcise/DuttaPRW01,2001
Lee E. Weiss,journals/jcise/DuttaPRW01,2001
Susan Darling Urban,journals/jcise/UrbanDSS01,2001
Suzanne W. Dietrich,journals/jcise/UrbanDSS01,2001
Alice M. Agogino,journals/jcise/SongDA02,2002
Debasish Dutta,journals/jcise/SinghD01,2001
Harry H. Cheng,journals/jcise/ChengPMS01,2001
Alla Sheffer,journals/jcise/ShefferU01,2001
Der Min Tsay,journals/jcise/TsayHH02,2002
Chia-Hsiang Menq,journals/jcise/HuangM02a,2002
Robert Joan-Arinyo,journals/jcise/Joan-ArinyoMS01,2001
Antoni Soto-Riera,journals/jcise/Joan-ArinyoMS01,2001
Ulf Labsik,journals/jcise/LabsikHMG02,2002
Günther Greiner,journals/jcise/LabsikHMG02,2002
Kunwoo Lee,journals/jcise/LeeP02,2002
Nicholas M. Patrikalakis,journals/jcise/LeeP02,2002
Jami J. Shah,journals/jcise/Shah01,2001
Tosiyasu L. Kunii,journals/jcise/AdzhievKKPS02,2002
Alexander A. Pasko,journals/jcise/AdzhievKKPS02,2002
Christiaan J. J. Paredis,journals/jcise/SinhaPLK01,2001
Pradeep K. Khosla,journals/jcise/SinhaPLK01,2001
William C. Regli,journals/jcise/McWherterPRS01,2001
William C. Regli,journals/jcise/AnthonyRJL01,2001
Wonjoon Cho,journals/jcise/JacksonCPS02,2002
