author,sum_art
Sanjay Gupta,3
Bruce W. Watson,3
Peter Brockhausen,1
David L. Hicks,3
Uffe Kock Wiil,4
Peter J. Nürnberg,3
Bernard M. E. Moret,7
Alessandro Armando,4
Franz Josef Radermacher,2
Yolande E. Chan,2
Bradley C. Wheeler,4
George M. Marakas,2
Mary Lacity,2
Stuart E. Madnick,3
Michael Siegel,2
Dale Goodhue,2
Erran Carmel,2
Ritu Agarwal,6
Peter Weill,1
Michael Vitale,3
Eiji Fujiwara,1
Yoichi Yamashita,1
Riichiro Mizoguchi,2
Tadao Saito,1
Koichiro Deguchi,5
Hiroshi Tsukimoto,1
Noboru Niki,4
Hitoshi Kiya,1
Atsushi Nishikawa,1
Fumio Miyazaki,1
Seiji Ishikawa,3
Shigehiro Fukushima,1
Shin'ichi Wakabayashi,3
Tetsushi Koide,3
Akihiro Fujiwara,2
Michiko Inoue,4
Toshimitsu Masuzawa,6
Shuichi Matsumoto,1
Noriyoshi Itazaki,1
Kozo Kinoshita,2
Manabu Hashimoto,2
Shin'ichi Kuroda,1
Kazuhiko Sumi,2
Shuji Nakata,1
Toshio Kawashima,1
Yoshinao Aoki,1
Idaku Ishii,1
Masatoshi Ishikawa,1
Toshio Asano,1
Haruhiko Kimura,4
Sadaki Hirose,3
Akinori Ito,3
Qing Ma,9
Hitoshi Isahara,11
Masamichi Shimura,3
Masayuki Numao,4
Hidefumi Kobatake,1
Ken-ichi Kanatani,4
Jun-ichi Hasegawa,3
Jun-ichiro Toriwaki,3
Satoshi Ito,3
Nobuhiro Tomabechi,1
Mitsuo Nagamachi,1
Yukio Ohsawa,5
Masahiko Yachida,3
Yo Horikawa,1
Takashi Satou,1
Akihito Akutsu,1
Yoshinobu Tonomura,2
Jiro Naganuma,1
Kazuhisa Watanabe,1
Takahumi Oohori,1
Yoichi Sato,4
Toshiyuki Gotoh,2
Shigeo Morishima,2
Akihiko Ohsuga,2
Shinichi Honiden,1
Ikuo Ishii,2
Hideo Makino,2
Kenji Shoji,1
Kenji Matsushita,1
Tsutomu Ishikawa,1
Kaname Harumoto,2
Shojiro Nishio,3
Masanori Izumida,1
Kenji Murakami,1
Eiji Okubo,2
Jun Sato,1
Seiichi Nakagawa,2
Tomohiro Yoneda,3
Takao Kobayashi,2
Toshihide Ibaraki,18
Norio Higuchi,1
Shozo Makino,1
Hirotomo Aso,3
Satoru Morita,2
Shigeru Ando,3
Hidehiko Tanaka,1
Katsumi Tanaka,3
Shun'ichi Tano,1
Shinji Shimojo,2
Hiroshi Watanabe,2
Kazuhiko Iwasaki,1
Shinji Yamamoto,1
Hiroshi Murase,2
Hideo Saito,3
Shinji Ozawa,4
Michihiko Minoh,1
Katsuo Ikeda,1
Yuji Sugiyama,1
Tatsuie Tsukiji,3
Osamu Yamada,1
Tomoo Inoue,1
Tomoharu Nagao,2
Shin-ichi Horikawa,1
Tomohiro Kudoh,2
Takashi Watanabe,3
Norio Akamatsu,1
Jinhui Chao,1
Miki Haseyama,2
Hideo Kitajima,2
Takeshi Shakunaga,1
Masanori Sugimoto,1
Yoshiteru Ishida,1
Yutaka Ando,1
Yoneo Yano,3
Takehisa Onisawa,2
Takeshi Naemura,2
Hiroshi Harashima,2
Haruhiko Nishimura,3
Kiichi Urahama,1
Masakazu Imai,1
Kunihiro Chihara,1
Naotake Kamiura,3
Yutaka Hata,3
Yoichi Okabe,1
Shiro Usui,2
Yoshinori Kuno,2
Takayuki Ito,3
Nei Kato,1
Yoshiaki Nemoto,1
Fumio Hattori,1
Tetsuo Tamai,1
Yutaka Tanaka,2
Yoshihiro Tsujino,1
Nobuki Tokura,1
Minoru Etoh,1
Olivier Bournez,4
Michael S. Branicky,1
Lance Fortnow,5
Subhamoy Maitra,9
Ronald I. Becker,4
Mario Lucertini,1
Gwénaël Richomme,2
Bradley C. Kuszmaul,1
Costas Busch,2
Maurice Herlihy,4
Michel Rigo,7
Grammati E. Pantziou,1
Frank K. H. A. Dehne,4
Anil Maheshwari,4
Evangelos Kranakis,9
Danny Krizanc,10
Boaz Patt-Shamir,3
Didier Caucal,1
Teodor Knapik,3
Micah Adler,3
Walter Unger,4
Osamu Watanabe 0001,3
Andrzej Ehrenfeucht,4
Ion Petre,4
Grzegorz Rozenberg,18
Pilar de la Torre,1
Clyde P. Kruskal,1
Arturo Carpi,8
Aldo de Luca,8
Stefano Varricchio,2
Amir M. Ben-Amram,4
Holger Petersen 0001,2
Pierre Fraigniaud,7
Heiko Vogler,2
Shang-Hua Teng,5
Michael A. Bender,8
Michael O. Rabin,3
Leslie Ann Goldberg,6
Philip D. MacKenzie,2
Friedhelm Meyer auf der Heide,2
Berthold Vöcking,1
Shimon Even,3
Gerd Wechsung,5
David K. Gifford,3
Takashi Yokomori,3
Sanguthevar Rajasekaran,9
Ole Agesen,1
Nir Shavit,3
Guy L. Steele Jr.,2
Christos Kaklamanis,9
Phillip B. Gibbons,3
John L. Bruno,1
Steven Phillips,2
Rakesh D. Barve,1
Jeffrey Scott Vitter,6
Susanne Albers,6
Guy E. Blelloch,2
Robert D. Blumofe,2
Burkhard Monien,1
Sung Kwon Kim,2
Chan-Su Shin,2
C. Greg Plaxton,2
Henryk Wozniakowski,16
Gregorio Malajovich,5
Jean-Pierre Dedieu,2
Stefan Heinrich,2
Erich Novak,4
Art B. Owen,1
José Félix Costa,1
Fred J. Hickernell,8
R. Baker Kearfott,5
Arthur G. Werschulz,3
Joseph F. Traub,7
Michael N. Vrahatis,7
Grzegorz W. Wasilkowski,7
Klaus Ritter 0001,3
Hrushikesh Narhar Mhaskar,3
Luis Miguel Pardo,3
Y. C. Hon,3
Jonathan R. Partington,6
Arieh Iserles,4
Stephen Joe,3
Ian H. Sloan,8
Harald Niederreiter,10
Mehiddin Al-Baali,1
Kurt Georg,2
Mark A. Kon,1
Leszek Plaskota,3
Jie Wang,4
Marc Giusti,1
Bruno Salvy,3
Boleslaw Z. Kacewicz,1
Christian Lécot,1
Andrew J. Sommese,3
Anargyros Papageorgiou,2
Bernard Mourrain,4
Jean-Claude Yakoubsohn,1
Ding-Xuan Zhou,5
James M. Calvin,2
Karl Heinz Borgwardt,1
Daniel Schwabe,5
Gustavo Rossi,5
Daniel A. Menascé,8
Virgílio A. F. Almeida,3
E. James Whitehead Jr.,1
Athula Ginige,3
Martin Gaedke,1
David B. Lowe,2
John Eklund,1
Alon Efrat,9
Frank Hoffmann 0002,2
Klaus Kriegel,2
Christopher J. Rawlings,1
James Aspnes,5
Ming-Yang Kao,32
Jens Stoye,2
Berrin A. Yanikoglu,1
Junior Barrera,9
Tao Jiang 0001,6
Giri Narasimhan,8
Jeanette P. Schmidt,1
Richard Durrett,1
Hans-Peter Lenhof,1
Frederick R. Blattner,2
Dan Gusfield,4
Rimli Sengupta,1
Clifford Stein,6
Bruce Randall Donald,2
Sophie Schbath,2
Lior Pachter,2
Bruno Torrésani,2
Nancy M. Amato,4
João Meidanis,3
Sverker Holmgren,2
Marie-France Sagot,2
Olivier Gascuel,2
Ruth Nussinov,3
Haim J. Wolfson,3
Michael S. Waterman,1
Shibu Yooseph,2
Lenore Cowen,4
Bonnie Berger,1
Michael A. Charleston,1
Minkee Park,3
Jooyoung Park,3
Daihee Park,3
Jaemin Kim,1
Seongwon Cho,1
Kyung-Whan Oh,1
Shounak Roychowdhury,3
Bo-Hyeun Wang,1
Keon-Myung Lee,1
George J. Vachtsevanos,7
Hoon Kang,2
Cheol Hoon Park,2
Thomas Wolf,1
Patrick Fitzpatrick,4
Uwe Waldmann,2
Patrizia M. Gianni,1
Barry M. Trager,2
Meera Sitharam,3
André Galligo,1
Thomas Lickteig,1
Marie-Françoise Roy,2
George E. Collins,4
Steve Linton,2
Roberto Sebastiani,1
Gary L. Ebert,5
Manfred Schmidt-Schauß,2
Klaus U. Schulz,4
Nobuki Takayama,1
Karin Gatermann,1
Birkett Huber,1
Manfred Göbel,4
Richard E. Crandall,3
Mohammad Amin Shokrollahi,5
Jürgen Giesl,4
Enno Ohlebusch,6
James H. Davenport,2
Wieb Bosma,2
Joris van der Hoeven,3
Steven Fortune,2
Michael Kohlhase,1
Sergei A. Abramov,5
Marko Petkovsek,4
Volker Sorge,1
H. Michael Möller,1
Lenwood S. Heath,4
John Cremona,1
Hoon Hong,3
Götz Pfeiffer,1
Edmund F. Robertson,2
Henri Cohen,2
Francisco Diaz y Diaz,1
Michel Olivier,1
Shih Ping Tung,1
Serge Burckel,1
Scott McCallum,1
Ioannis Z. Emiris,3
Fritz Schwarz,2
Gregor Kemper,2
Gilles Villard,2
Ernst W. Mayr,5
John J. Cannon,1
Derek F. Holt,2
B. David Saunders,1
István Gaál,5
Arjeh M. Cohen,2
Victor Y. Pan,5
Matthew P. Cartmell,2
Henk Barendregt,3
Ming Zhang,7
Irvin Roy Hentzel,1
Herman Geuvers,2
Shuhong Gao,4
Michael F. Singer,1
Felix Ulmer,1
Mario Daberkow,1
Piotr Rudnicki,2
Alessandro Coglio,2
Fausto Giunchiglia,9
Tomás Recio,1
Manfred Kerber,1
Jean-Pierre Merlet,1
Michaël Rusinowitch,5
Leonard M. Adleman,1
Ming-Deh A. Huang,1
David L. Wehlau,2
Mark Giesbrecht,2
Franz Baader,6
Paliath Narendran,2
Willem A. de Graaf,3
Tudor Jebelean,1
Klaus Lux,1
Markus Wiegelmann,1
Attila Pethö,3
Robert F. Tichy,4
Lu Yang,3
Philippe Aubry,1
Fabrice Rouillier,1
Alicia Dickenstein,1
Bernd Sturmfels,2
Jae-kyoon Kim,2
Robert E. Van Dyck,3
David J. Miller 0001,1
Montse Pardàs,2
John J. Soraghan,1
Christophe De Vleeschouwer,2
Pierre Siohan,2
Dominique Barba,3
Wenjun Zeng,3
Shawmin Lei,2
Erik Ordentlich,3
Marcelo J. Weinberger,3
Gadiel Seroussi,2
Takao Onoye,1
Isao Shirakawa,1
Peter Kauff,1
Beatriz Marcotegui,1
Fernand Meyer,2
Edward J. Delp,4
Touradj Ebrahimi,4
Charilaos A. Christopoulos,3
Chang-Su Kim,5
Francesco G. B. De Natale,6
Athanassios N. Skodras,2
Guang Deng,2
A. Tanju Erdem,1
Fernando Pereira 0001,5
Shih-Fu Chang,8
Murat Kunt,3
Long-Wen Chang,1
Leonardo Chiariglione,2
Maurizio Dècina,2
Daniele D. Giusto,4
Majid Rabbani,1
Yao-Jen Chang,2
Yung-Chang Chen,2
Xinggang Lin,1
Xinhua Zhuang,2
K. R. Ramakrishnan,3
Françoise J. Prêteux,3
Guojun Lu,3
Yucel Altunbasak,6
Chang Wen Chen,11
M. Reha Civanlar,3
King Ngi Ngan,2
Steven D. Blostein,5
Ryszard Stasinski,1
Janusz Konrad,2
Fabio Lavagetto,3
Giovanni Poggi,2
Arturo R. P. Ragozini,1
Michael G. Strintzis,15
Simon H. Lavington,2
Benoît Macq,3
Luc Vandendorpe,6
Charles D. Creusere,1
Michael W. Marcellin,2
Ali Bilgin,1
K. W. Chan,1
Fernando Pérez-González,8
Kenneth Rose,8
David R. Bull,5
Cedric Nishan Canagarajah,3
Rin-Chul Kim,4
Wenwu Zhu 0001,9
Ya-Qin Zhang,11
Eric Dubois 0002,1
Véronique Haese-Coat,1
Joseph Ronsin,1
John W. Woods,2
Takashi Chikayama,1
G. McC. Haworth,5
Lewis Stiller,1
Ernst A. Heinz,1
Makoto Sakuta,3
Hiroyuki Iida,5
Tsan-sheng Hsu,4
Jos W. H. M. Uiterwijk,6
H. Jaap van den Herik,8
Donald F. Beal,3
Robert M. Hyatt,2
David N. L. Levy,1
Christoph Wirth,1
Panos M. Pardalos,13
Guoliang Chen 0001,5
Anthony Vannelli,2
Hans van Maaren,1
Li Sheng 0001,4
Chi Wang 0002,2
Ján Plesník,1
Yong He,7
Jon Lee 0001,3
Hiroshi Nagamochi,11
Guojun Li,5
Michael Krivelevich,13
Van H. Vu,10
Evangelos E. Milios,5
Andranik Mirzaian,1
Toshihiro Fujito,3
Henry Wolkowicz,5
Ramesh Krishnamurti,2
Gruia Calinescu,5
Peng-Jun Wan,11
Jianzhong Zhang 0001,8
Zhenhong Liu,3
Sartaj Sahni,6
Tao Jiang,1
Alan P. Sprague,1
Romeo Rizzi,12
Gang Yu,7
Fatiha Bendali,2
Tetsuo Asano,6
Naoki Katoh,7
Takao Nishizeki,7
John E. Mitchell 0001,1
Catherine Roucairol,1
J. MacGregor Smith,3
Guo-Hui Lin,7
J. Sun,6
Ingela Nyström,2
Frank K. Hwang,14
Alfred Wassermann,2
Pierluigi Crescenzi,4
James L. Wayman,2
Marina L. Gavrilova,4
Hung-Tat Tsui,4
Phillip C.-Y. Sheu,2
Noboru Ohnishi,4
Reginald L. Lagendijk,6
Jan Biemond,3
Kazuhiko Yamamoto,1
Prem Kumar Kalra,5
Subhashis Banerjee,1
Richard C. Wilson 0001,2
Salvatore Sessa,6
Tsu-Tian Lee,4
Sadaaki Miyamoto,2
Chitra Dorai,3
Juhnyoung Lee,2
Kazuo Toraichi,2
Jeffrey L. Solka,1
Katsumi Tadamura,3
Eihachiro Nakamae,4
Chee Sun Won,1
Zhigeng Pan,3
Jiaoying Shi,5
Jin Li 0001,4
Nevenka Dimitrova,4
Gang Wei,2
George Baciu,1
Muhammad H. Alsuwaiyel,4
Enrico Gobbetti,2
Hanqiu Sun,1
Chin-Seng Chua,4
Adnan Amin,1
Ti-Hao Chiang,3
Eugene Fink,2
Swamy Laxminarayan,6
Rob Koenen,2
Liu Wenyin,5
Yingqing Xu,2
Paul Bao,4
Sung-Wai Hong,1
Theo Gevers,4
Vladimir V. Kornyak,2
Alexey Kalinov,4
Alexey L. Lastovetsky,5
Igor S. Nekrestyanov,2
Rimma I. Podlovchenko,2
Vladimir P. Gerdt,2
Mikhail R. Kogalovsky,2
Leonid A. Kalinichenko,1
Yonit Kesten,3
Hiroyuki Seki,2
Minoru Ito,1
José L. Balcázar,2
Jorge Castro,2
David Guijarro,3
Jens Lagergren,1
Fosca Giannotti,3
Dino Pedreschi,5
Carlo Zaniolo,7
Robert H. Gilman 0001,1
Silvia Ghilezan,2
Giovanni Pighizzini,8
Jeffrey Shallit,10
Ramamohan Paturi,2
Yossi Matias,5
Mario Szegedy,2
Ketan Mulmuley,2
Moses Charikar,5
Sebastian Maneth,2
Sanjay Jain 0001,11
Kun-Mao Chao,2
Chung-Piaw Teo,6
Sabrina De Capitani di Vimercati,9
Patrick Lincoln,5
Pierangela Samarati,11
Yonatan Aumann,2
Alexis Maciel,1
Alan R. Woods,1
Volker Diekert,3
Paul Gastin,4
Efim B. Kinber,1
Rolf Wiehagen,5
Egon Wanke,2
Wim van Dam,2
Marcus Schaefer,2
Sebastian Seibert,4
Thomas Wilke,3
Mark W. Garrett,1
Ronald L. Graham,7
David Shallcross,2
Aravind Srinivasan,7
Jonathan Baxter,4
Yossi Azar,8
Serge A. Plotkin,2
Orli Waarts,3
Frank Drewes,3
Berthold Hoffmann,4
Detlef Plump,4
Tandy J. Warnow,3
David Peleg,12
Werner Nutt,5
Klaus-Jörn Lange,1
Pierre McKenzie,3
John H. Reif,5
Ramesh Hariharan,2
Martin Große-Rhode,7
Francesco Parisi-Presicce,5
Jean-Michel Hélary,5
Oscar H. Ibarra,6
Juhani Karhumäki,9
Ashish Goel,7
Llew Mason,1
Mostefa Golea,1
Francis Zane,1
Sudipto Guha,4
David B. Shmoys,1
Carl H. Smith,6
Clemens Lautemann,1
Thomas Schwentick,4
Jaikumar Radhakrishnan,5
Srinivasan Venkatesh 0001,4
Francesco Buccafurri,3
Thomas Eiter,20
Ming Li,5
Marcus Hutter,12
Bruce M. Maggs,4
Faith E. Fich,1
Minos N. Garofalakis,5
Yannis E. Ioannidis,2
Banu Özden,1
Abraham Silberschatz,3
Michael Benedikt,1
Ravi Kumar 0001,5
Sridhar Rajagopalan,3
Andrew Tomkins,3
Lawrence L. Larmore,3
Wojciech Plandowski,2
Wojciech Rytter,6
Johannes Köbler,2
Zsolt Tuza,13
Vincent D. Blondel,4
Pascal Koiran,6
Atsuyoshi Nakamura,1
Naoki Abe,1
Jinde Cao,9
Mark A. Fulk,1
Rajeev Motwani,8
Joan Feigenbaum,4
Scott Shenker,8
J. Maurice Rojas,1
Richard Cole 0001,3
Venkatesh Ganti,4
Johannes Gehrke,7
Raghu Ramakrishnan,4
Dan E. Willard,3
Lane A. Hemaspaandra,15
Valerie King,2
John Watrous,3
David Walker,2
Elchanan Mossel,2
Uriel Feige,11
Changwook Kim,4
Susumu Horiguchi,4
Giuseppe Alia,1
Nobuyuki Matsui,4
Hu-Jun Wang,1
Laxmi N. Bhuyan,2
Shlomo Weiss,1
Franco Fummi,3
Santanu Chattopadhyay,2
Jean-Luc Béchennec,1
Olivier Temam,1
Alexander B. Romanovsky,9
Paul D. Ezhilchelvan,1
Jun He 0004,5
Xinghuo Yu,9
Adonios Thanailakis,2
Krzysztof Kuchcinski,1
Román Hermida,6
Yan-Qing Zhang,2
Yoon-Joon Lee,2
Myoung-Ho Kim,10
Andrea Bondavalli,6
Felicita Di Giandomenico,2
J. Xu,1
Deo Prakash Vidyarthi,1
Anil Kumar Tripathi,1
Adam Postula,2
Luigi Palopoli,6
Domenico Ursino,4
R. Venugopal,1
Y. N. Srikant,2
In Sang Chung,1
F. Elguibaly,1
Kin F. Li,3
Robert H. Klenke,2
James H. Aylor,6
Nicola Mazzocca,4
Stefano Russo,2
Uwe Schwiegelshohn,3
Ronald F. DeMara,2
Fred J. Meyer,2
George Alexiou,1
Samia Loucif,4
Francisco Tirado,3
Chih-Ping Chu,7
David C. Rine,2
Tsung-Chuan Huang,3
Chong-Min Kyung,3
Rolf Ernst,6
Paul E. Dunne,5
Gianpiero Cabodi,1
Paolo Camurati,1
Stefano Quer,1
Fleur L. Steven,1
Gordon B. Steven,1
Jien-Chung Lo,3
Larry Bull,7
Fadi J. Kurdahi,3
Milagros Fernández,3
Nader Bagherzadeh,4
Ranjan Mukherjee,2
Ning Xi,3
Thomas Röfer,3
Aydan M. Erkmen,4
Ismet Erkmen,3
Peter Neuhaus,1
H. Kazerooni,1
Maria L. Gini,6
Pedro U. Lima,3
Tucker R. Balch,4
Raúl Rojas,3
Holly A. Yanco,3
Kok-Meng Lee,3
Tarek M. Sobh,7
Christiaan J. J. Paredis,3
Pradeep K. Khosla,6
Behrokh Khoshnevis,1
Hans-Dieter Burkhard,3
Robin R. Murphy,8
Alain Pruski,1
Nikolaos Fahantidis,1
Elaine Cohen,1
Carlos Balaguer,2
Derek W. Seward,1
Nukala Viswanadham,1
Alan C. Schultz,5
Tomoichi Takahashi,1
Roger D. Quinn,2
Jay Belanger,1
Veljko Potkonjak,5
Kimon P. Valavanis,5
Miomir Vukobratovic,3
Clément M. Gosselin,5
Homayoun Seraji,4
Erwin Prassler,1
Jens Scholz,1
Paolo Fiorini,1
Milind Dawande,5
Pinar Keskinocak,6
Jayashankar M. Swaminathan,3
Sridhar R. Tayur,3
Wen-Lian Hsu,3
Kazuhisa Makino,14
Micha Sharir,9
Xin He,8
Andrzej Pelc,9
Dieter Kratsch,9
Kazuo Iwama,8
Eiji Miyano,4
Jop F. Sibeyn,3
Takao Asano,1
Toru Hasunuma,5
Brenda S. Baker,1
Raffaele Giancarlo,3
J. Ian Munro,6
Wing-Kin Sung,8
Hing-Fung Ting,5
János Csirik,3
Esko Ukkonen,2
Benny Sudakov,11
Therese C. Biedl,8
Anna Lubiw,8
Paul W. Goldberg,3
Mike Paterson,3
Donatella Merlini,4
Renzo Sprugnoli,4
Peter Sanders 0001,6
Giuseppe F. Italiano,4
Alessandro Panconesi,5
Harold N. Gabow,3
Robert Endre Tarjan,2
Mauro Dell'Amico,3
Lucian Finta,1
Juan Sabia,1
Colin Cooper,5
Martin E. Dyer,4
Marek Chrobak,7
Leszek Gasieniec,5
Shay Halperin,1
Weimin Chen,1
Magnús M. Halldórsson,6
Guy Kortsarz,6
Andrzej Lingas,4
Phillip G. Bradford,2
Mordecai J. Golin,5
Christian A. Duncan,3
Michael T. Goodrich,8
Rajmohan Rajaraman,5
Jan Kratochvíl,9
Gilles Caporossi,1
Jacques Mazoyer,3
Eric Rémila,3
Richard Edwin Stearns,3
Harry B. Hunt III,4
Alan Siegel,1
Eric Torng,2
Jørgen Bang-Jensen,3
Tomás Feder,4
Sampath Kannan,5
Richard E. Ladner,2
Naomi Nishimura,2
Prabhakar Ragde,2
Dimitrios M. Thilikos,3
Sundar Vishwanathan,2
David Bryant,1
Mike A. Steel,4
Barun Chandra,2
James Allen Fill,2
Svante Janson,7
Wojciech Szpankowski,9
Josep Díaz,8
Mathew D. Penrose,1
Andrew V. Goldberg,1
Robert W. Irving,4
Klaus Jansen,8
Kirk Pruhs,2
Ralph Neininger,4
Elias Dahlhaus,3
Jens Gustedt,3
Ross M. McConnell,3
Hsien-Kuei Hwang,8
Guy Louchard,6
C. R. Subramanian,2
Edward G. Coffman Jr.,10
Sriram V. Pemmaraju,1
Hosam M. Mahmoud,3
Maurice Queyranne,3
Bhaskar DasGupta,5
Fedor V. Fomin,5
Brigitte Vallée,5
Nicholas Pippenger,6
Philippe Flajolet,10
Xavier Gourdon,1
Refael Hassin,11
Samir Khuller,14
Gill Barequet,8
Sariel Har-Peled,9
Bang Ye Wu,2
Torben Hagerup,2
Peter Winkler 0001,1
Jack M. Rogers,1
Jian Huang,1
Jay T. Rubinstein,3
Supan Tungjitkusolmun,9
John G. Webster,11
Makoto Kikuchi,2
Hao Ying,3
Hong Cao,9
Vicken R. Vorperian,8
Rajeev Agarwal,1
Reda R. Gharieb,1
Kensuke Sekihara,2
Paul M. Meaney,2
Keith D. Paulsen,9
Bradley D. Clymer,1
Richard C. Burgess,1
Ryoji Suzuki,1
Zixiang Xiong,10
Yu-Ping Wang,2
Philip S. Ulinski,1
Masatoshi Nakamura,2
Hiroshi Shibasaki,1
Konstantina S. Nikita,2
Michael E. Brandt,1
Stiliyan Kalitzin,3
Isabelle E. Magnin,3
Joseph S. Paul,1
Eric Stindel,1
Jayaram K. Udupa,13
Dewey Odhner,2
Vinod Sharma,3
Asoke K. Nandi,4
Rabab Kreidieh Ward,3
Sidney S. Fels,1
John Håkon Husøy,3
Thomas Martin Lehmann,2
Ling Guan,6
Patrick Celka,4
Sven Ole Aase,3
Peter C. M. Molenaar,3
Leif Sörnmo,5
Ravi Sankar,1
Yasuhiro Fukui,1
J. Robert Boston,2
Yibin Zheng,1
Robert J. Butera,1
Jim X. Chen,6
Harry Wechsler,3
J. Mark Pullen,2
Andrew F. Laine,1
Marimuthu Palaniswami,3
Gert Pfurtscheller,3
Paolo Dario,2
Ping Liang,1
Yongmin Kim 0001,8
Tomaz Slivnik,3
Eung Je Woo,2
Aggelos K. Katsaggelos,9
Francis H. Y. Chan,1
Francis K. Lam,1
Roman Kuc,3
Jacek M. Leski,2
Alan V. Sahakian,1
Gang Luo,1
Opas Chutatape,1
William D. O'Neill,1
Lalit Gupta,3
Norman D. Black,2
D. Robert Iskander,3
Steen Andreassen,2
Kristian G. Olesen,3
Paolo Bernardi,1
James C. Lin,7
Yasser M. Kadah,3
Boo-Ho Yang,1
Haruhiko Asada,1
Giovanni Sparacino,3
Claudio Cobelli,5
Jacques Demongeot,2
Justin C. Williams,2
Daryl R. Kipke,1
Jean-Louis Coatrieux,3
Blake Hannaford,5
X. Li,2
Alexander Hartov,1
Osamu Nakamura,1
Metin Akay,1
George A. Rovithakis,4
Adel Said Elmaghraby,1
Gian Paolo Drago,1
Jean-Marc Vesin,2
Gabriel Curio,1
Raghu Raghavan,1
William D. Penny,1
John J. Shynk,2
Partha Pratim Kanjilal,1
Pasi A. Karjalainen,3
Claude Sammut,1
Jacques Cohen,3
Erik Sandewall,1
Koichi Furukawa,2
Nils J. Nilsson,1
Steffen Schulze-Kremer,4
Donald Michie,2
Giancarlo Mauri,9
Peter K. K. Loh,2
George Samaras,4
Satoshi Matsuoka,2
Tarek A. El-Ghazawi,2
Jacqueline Le Moigne,2
Mario Cannataro 0001,2
Domenico Talia,6
Benno J. Overeinder,3
Bastien Chopard,2
Alois Ferscha,2
Allen D. Malony,4
Darren J. Kerbyson,3
Efstathios Papaefstathiou,1
Graham R. Nudd,3
Heiko Schröder,5
Manfred Schimmler,2
Herbert Praehofer,1
Johannes Sametinger,1
Alois Stritzinger,1
Marianne Winslett,13
Andreas Uhl,7
Vaidy S. Sunderam,6
Tony Hey,2
Alfons G. Hoekstra,1
Peter M. A. Sloot,7
Sergei Gorlatch,5
Thomas Worsch,4
Maria Calzarossa,1
Cornelis Vuik,3
Matt W. Mutka,2
Diane T. Rover,1
Abdul Waheed,2
Claudia Leopold,1
Alexandros V. Gerbessiotis,3
Hamideh Afsarmanesh,6
Farhad Arbab,4
Alexander Reinefeld,1
Thierry Priol,1
Cezary Z. Janikow,1
Kalyan S. Perumalla,1
Richard M. Fujimoto,1
Kai Nagel,4
Thomas Ludwig 0002,4
Lila Kari,3
Luca Bergamaschi,2
Zhiwei Xu,2
Deborah A. Agarwal,1
Giovanni Aloisio,6
Katarzyna Keahey,1
Ioannis Karafyllidis,1
Hanne Riis Nielson,7
Fikret Erçal,1
Omer F. Rana,5
David W. Walker,4
Cosimo Antonio Prete,4
Robert D. Nowak,3
Lúcia Maria de A. Drummond,1
Tahsin M. Kurç,4
Alan Sussman,4
Joel H. Saltz,6
Germinal Isern,1
David Kotz,6
Ferdinand Peper,2
Michael M. Resch,2
Mitsuhisa Sato,4
Yutaka Ishikawa,3
James L. Alty,4
Ophir Frieder,9
Amine Bensaid,1
Chris Walshaw,3
Mark Cross,2
Piyush Mehrotra,3
Mohammad Zubair,8
Samuel H. Russ,2
Luis M. Camarinha-Matos,5
Mardochée Magolu monga Made,3
Kees Verstoep,2
Yoichi Muraoka,1
Hermann Hellwagner,1
Vicki H. Allan,1
G. Dick van Albada,4
Paulo Veríssimo,2
Martin Kutrib,4
Stephen John Turner,4
Andrew S. Grimshaw,2
Rosa Donat,2
Randolph E. Bank,4
Gundolf Haase,3
Rosemary A. Renaut,1
Gérard Meurant,3
Cornelis W. Oosterlee,1
Richard K. Beatson,3
S. H. Lui,3
Doron Levy,2
Gabriella Puppo,2
Giovanni Russo 0001,2
Gregory Beylkin,1
Qiang Ye,4
Peter N. Brown,1
James Glimm,1
John W. Grove,1
Pierre L'Ecuyer,4
Stefan Wegenkittl,3
Michael Griebel,4
Zhiqiang Cai,5
Patrick Le Tallec,1
Leslie Greengard,2
Garry H. Rodrigue,2
Albert Cohen 0002,5
Wolfgang Dahmen,8
Alex Pothen,1
Jens Lorenz,1
Christian Lubich,1
S. S. Ravindran,1
Kesheng Wu,1
Ronald B. Morgan,1
Robert D. Russell,3
Thomas Sonar,2
R. Kent Smith,1
Rob H. Bisseling,2
Enrique S. Quintana-Ortí,7
Gregorio Quintana-Ortí,4
Xiaobai Sun,4
Robert A. van de Geijn,3
Robert D. Skeel,2
David I. Gottlieb,2
Lorenzo Pareschi,3
Jeff R. Cash,2
Zhiming Chen,3
Benedetta Morini,1
David S. Watkins,1
Jean-Paul Berrut,1
Marian Brezina,2
Andrew J. Cleary,1
Robert D. Falgout,1
Thomas A. Manteuffel,2
Stephen F. McCormick,2
John W. Ruge,2
Suely Oliveira,1
Sebastian Noelle,1
Uri M. Ascher,2
Paul N. Swarztrauber,3
Patrick M. Knupp,2
Tim N. Phillips,2
Martin J. Gander,1
Panayot S. Vassilevski,6
Richard E. Ewing,8
Raytcho D. Lazarov,3
Zdenek Strakos,4
Jianxin Zhou,3
Charles S. Peskin,1
Bernard Bialecki,2
Andreas Karageorghis,4
Van Emden Henson,1
Ilse C. F. Ipsen,1
George E. Karniadakis,3
Hong Wang,2
Inmaculada García,8
K. W. Morton,2
Paul I. Barton,2
Hans G. Kaper,1
Gary K. Leaf,1
