source,target
Elisa Bertino,Silvana Castano
Silvana Castano,Elena Ferrari
Frances M. T. Brazier,Catholijn M. Jonker
Niek J. E. Wijngaards,Benno J. Overeinder
Niek J. E. Wijngaards,Maarten van Steen
Niek J. E. Wijngaards,Frances M. T. Brazier
Benno J. Overeinder,Maarten van Steen
Benno J. Overeinder,Frances M. T. Brazier
Maarten van Steen,Frances M. T. Brazier
Alberto H. F. Laender,Veda C. Storey
Mario A. Nascimento,Yannis Manolopoulos
Kian-Lee Tan,Ming Zhang
Beng Chin Ooi,Ming Zhang
Wee Keong Ng,Sanjay Kumar Madria
Sonia Bergamaschi,Silvana Castano
Juan C. Cubero,Juan Miguel Medina
Frank K. H. A. Dehne,Reind P. van de Riet
Mike P. Papazoglou,Henderik Alex Proper
Dieter Fensel,Franz Baader
Dieter Fensel,Marie-Christine Rousset
Franz Baader,Marie-Christine Rousset
Bongki Moon,Sukho Lee
Fosca Giannotti,Mirco Nanni
Fosca Giannotti,Chiara Renso
Fosca Giannotti,Salvatore Ruggieri
Mirco Nanni,Dino Pedreschi
Mirco Nanni,Chiara Renso
Mirco Nanni,Salvatore Ruggieri
Dino Pedreschi,Chiara Renso
Dino Pedreschi,Salvatore Ruggieri
Chiara Renso,Salvatore Ruggieri
Shojiro Nishio,Masahiko Tsukamoto
Wen-Syan Li,Divyakant Agrawal
K. Selçuk Candan,Divyakant Agrawal
Yeongho Kim,Suk-Ho Kang
Bhavani M. Thuraisingham,Reind P. van de Riet
Joachim Biskup,Piero A. Bonatti
Sean Bechhofer,Carole A. Goble
Roger H. L. Chiang,Veda C. Storey
Serafino Cicerone,Daniele Frigioni
Serafino Cicerone,Paolino Di Felice
Daniele Frigioni,Paolino Di Felice
Yannis Manolopoulos,Enrico Nardelli
Yannis Manolopoulos,Guido Proietti
Enrico Nardelli,Guido Proietti
Vijayan Sugumaran,Veda C. Storey
Kajal T. Claypool,Elke A. Rundensteiner
Kajal T. Claypool,George T. Heineman
Elke A. Rundensteiner,George T. Heineman
Wil M. P. van der Aalst,Akhil Kumar 0001
Weifa Liang,Maria E. Orlowska
Stefan Conrad 0001,Michael Schrefl
Michael Erdmann,Rudi Studer
Luigi Palopoli,Domenico Saccà
Domenico Saccà,Domenico Ursino
Eliseo Clementini,Paolino Di Felice
Tamal K. Dey,Rephael Wenger
David M. Mount,Nathan S. Netanyahu
Bengt J. Nilsson,Sven Schuierer
Binay K. Bhattacharya,Gautam Das 0001
Binay K. Bhattacharya,Asish Mukhopadhyay
Binay K. Bhattacharya,Giri Narasimhan
Gautam Das 0001,Asish Mukhopadhyay
Gautam Das 0001,Giri Narasimhan
Asish Mukhopadhyay,Giri Narasimhan
Ravi Janardan,Jayanth Majhi
Ravi Janardan,Jörg Schwerdt
Ravi Janardan,Michiel H. M. Smid
Ravi Janardan,Ram D. Sriram
Jayanth Majhi,Jörg Schwerdt
Jayanth Majhi,Michiel H. M. Smid
Jayanth Majhi,Ram D. Sriram
Jörg Schwerdt,Michiel H. M. Smid
Jörg Schwerdt,Ram D. Sriram
Michiel H. M. Smid,Ram D. Sriram
Erik D. Demaine,Martin L. Demaine
Andrzej Szymczak,Jarek Rossignac
Oswin Aichholzer,Ferran Hurtado
Franz Aurenhammer,Ferran Hurtado
Oswin Aichholzer,Erik D. Demaine
Oswin Aichholzer,Jeff Erickson 0001
Oswin Aichholzer,Mark H. Overmars
Oswin Aichholzer,Godfried T. Toussaint
Erik D. Demaine,Jeff Erickson 0001
Erik D. Demaine,Ferran Hurtado
Erik D. Demaine,Mark H. Overmars
Erik D. Demaine,Godfried T. Toussaint
Jeff Erickson 0001,Ferran Hurtado
Jeff Erickson 0001,Mark H. Overmars
Jeff Erickson 0001,Godfried T. Toussaint
Ferran Hurtado,Mark H. Overmars
Ferran Hurtado,Godfried T. Toussaint
Mark H. Overmars,Godfried T. Toussaint
Tetsuo Asano,Subhas C. Nandy
Mark H. Overmars,A. Frank van der Stappen
Alberto Bemporad,Komei Fukuda
Prosenjit Bose,J. Ian Munro
Anna Lubiw,J. Ian Munro
Mark de Berg,Matthew J. Katz
Mark de Berg,Mark H. Overmars
Mark de Berg,A. Frank van der Stappen
Mark de Berg,Jules Vleugels
Matthew J. Katz,Mark H. Overmars
Matthew J. Katz,A. Frank van der Stappen
Matthew J. Katz,Jules Vleugels
Mark H. Overmars,Jules Vleugels
A. Frank van der Stappen,Jules Vleugels
Jean-Daniel Boissonnat,Olivier Devillers
Jean-Daniel Boissonnat,Monique Teillaud
Jean-Daniel Boissonnat,Mariette Yvinec
Olivier Devillers,Monique Teillaud
Olivier Devillers,Mariette Yvinec
Monique Teillaud,Mariette Yvinec
Olivier Devillers,Bernard Mourrain
Bernard Mourrain,Monique Teillaud
Timothy M. Chan,Michael T. Goodrich
Timothy M. Chan,S. Rao Kosaraju
Timothy M. Chan,Roberto Tamassia
Michael T. Goodrich,S. Rao Kosaraju
Michael T. Goodrich,Roberto Tamassia
S. Rao Kosaraju,Roberto Tamassia
Ambros Marzetta,Jürg Nievergelt
Joachim Gudmundsson,Marc J. van Kreveld
Bernd Gärtner,Emo Welzl
Mario A. López,Shlomo Reisner
Matthew J. Katz,Klara Kedem
Pankaj K. Agarwal,Mark de Berg
Pankaj K. Agarwal,Sariel Har-Peled
Pankaj K. Agarwal,Mark H. Overmars
Pankaj K. Agarwal,Micha Sharir
Mark de Berg,Sariel Har-Peled
Mark de Berg,Micha Sharir
Sariel Har-Peled,Mark H. Overmars
Sariel Har-Peled,Micha Sharir
Mark H. Overmars,Micha Sharir
Siu-Wing Cheng,Herbert Edelsbrunner
Boris Aronov,Jacob E. Goodman
Boris Aronov,Richard Pollack
Jacob E. Goodman,Richard Pollack
Binay K. Bhattacharya,Subir Kumar Ghosh
Pankaj K. Agarwal,Dan Halperin
Md. Saidur Rahman 0001,Shin-Ichi Nakano
Md. Saidur Rahman 0001,Takao Nishizeki
Shin-Ichi Nakano,Takao Nishizeki
Tetsuo Asano,Takeshi Tokuyama
Naoki Katoh,Takeshi Tokuyama
Elpida T. Keravnou,Nada Lavrac
Werner Horn,Silvia Miksch
Miguel Delgado,María Amparo Vila Miranda
Andreas Alexander Albrecht,C. K. Wong
Lluis Godo,Ramón López de Mántaras
Lluis Godo,Carles Sierra
Ramón López de Mántaras,Carles Sierra
Riccardo Bellazzi,Liliana Ironi
Claudio Bonivento,Cesare Fantuzzi
Gleb Beliakov,James R. Warren
Ton Weijters,Antal van den Bosch
Ton Weijters,Walter Daelemans
Antal van den Bosch,Walter Daelemans
Lawrence O. Hall,Dmitry B. Goldgof
Lawrence O. Hall,F. Reed Murtagh
Dmitry B. Goldgof,F. Reed Murtagh
Abraham Kandel,Lawrence O. Hall
Giovanni Bortolan,Witold Pedrycz
Silvia Miksch,Walter Gall
Basilio Sierra,Pedro Larrañaga
Pedro Larrañaga,Iñaki Inza
Thomas Bürkle,Joachim Dudeck
Senén Barro,Roque Marín
Silvana Quaglini,Mario Stefanelli
Silvana Quaglini,Giordano Lanzola
Mario Stefanelli,Giordano Lanzola
Ray L. Somorjai,Nicolino J. Pizzi
John R. Josephson,Susan G. Josephson
Lars Kai Hansen,Jan Larsen
Yair Caro,Cecil C. Rousseau
Yair Caro,Raphael Yuster
Cecil C. Rousseau,Raphael Yuster
Peter J. Cameron,Stéphan Thomassé
George E. Andrews,Peter Paule
Andreas W. M. Dress,Jacobus H. Koolen
Andreas W. M. Dress,Vincent Moulton
Jacobus H. Koolen,Vincent Moulton
Jie Wang,Ming Yao Xu
Ron M. Adin,Yuval Roichman
Alexandre V. Borovik,Israel M. Gelfand
Alexandre V. Borovik,Neil White
Israel M. Gelfand,Neil White
William M. Y. Goh,Pawel Hitczenko
Dominique de Caen,Edwin R. van Dam
Dongsu Kim,Jiang Zeng
Jürgen Bierbrauer,Antonio Cossidente
Antonio Cossidente,Yves Edel
Joseph A. Thas,Hendrik Van Maldeghem
Giorgio Faina,Stefano Marcugini
Giorgio Faina,Fernanda Pambianco
Stefano Marcugini,Fernanda Pambianco
Leo Storme,Hendrik Van Maldeghem
Tomasz Luczak,Tomasz Schoen
Daphne Der-Fen Liu,Xuding Zhu
Antonio Pasini,Satoshi Yoshiara
Jack H. Koolen,Vincent Moulton
Raul Cordovil,Gwihen Etienne
Roman Nedela,Martin Skoviera
Robert Jajcay,Cai Heng Li
Béla Bollobás,Oliver Riordan
Béla Bollobás,Alex D. Scott
Oliver Riordan,Alex D. Scott
Horst Martini,Walter Wenzel
Guglielmo Lunardon,Olga Polverino
Gary L. Ebert,Sebastian Egner
Gary L. Ebert,Henk D. L. Hollmann
Gary L. Ebert,Qing Xiang
Sebastian Egner,Henk D. L. Hollmann
Sebastian Egner,Qing Xiang
Henk D. L. Hollmann,Qing Xiang
Aleksander Malnic,Roman Nedela
Aleksander Malnic,Martin Skoviera
Michel Las Vergnas,Peter Schuchert
Jennifer D. Key,Marialuisa J. de Resmini
Hiroshi Maehara,Ai Oshiro
Charles Delorme,J. Gómez
Alexandr V. Kostochka,Jaroslav Nesetril
Robert M. Erdahl,Sergei S. Ryshkov
Sylvain Gravier,Charles Payan
János Pach,Micha Sharir
Willem H. Haemers,Edward Spence
Raul Cordovil,Michel Las Vergnas
Yi Ru Huang,Zhang Ke Min
Jürgen Bokowski,Ileana Streinu
Rudolf Ahlswede,Christian Bey
Rudolf Ahlswede,Konrad Engel
Christian Bey,Konrad Engel
Christian Bey,Levon H. Khachatrian
Konrad Engel,Levon H. Khachatrian
Christine M. O'Keefe,Tim Penttila
Richard Ehrenborg,Margaret Readdy
József Balogh,Béla Bollobás
Olga Polverino,Leo Storme
Laura Bader,Dina Ghinelli
Laura Bader,Tim Penttila
Dina Ghinelli,Tim Penttila
Andreas W. M. Dress,Jack H. Koolen
Martin Juvan,Bojan Mohar
Martin Juvan,Riste Skrekovski
Bojan Mohar,Riste Skrekovski
Rudolf Freund,Carlos Martín-Vide
Rudolf Freund,Victor Mitrana
Tom Head,Masami Hagiya
Paola Mello,Michela Milano
Paola Mello,Evelina Lamma
Paola Mello,Massimo Piccardi
Paola Mello,Rita Cucchiara
Michela Milano,Evelina Lamma
Michela Milano,Massimo Piccardi
Michela Milano,Rita Cucchiara
Evelina Lamma,Massimo Piccardi
Evelina Lamma,Rita Cucchiara
Massimo Piccardi,Rita Cucchiara
Yukio Ohsawa,Mitsuru Ishizuka
Hiroshi Ishiguro,Toru Ishida 0001
Yoshihiko Futamura,Robert Glück
Masayuki Numao,Taisuke Sato
Agostino Dovier,Enrico Pontelli
Agostino Dovier,Gianfranco Rossi
Enrico Pontelli,Gianfranco Rossi
René Carré,William A. Ainsworth
Barbara L. Davis,Peter F. MacNeilage
Francesco Quaglia,Vittorio Cortellessa
Felisa J. Vázquez-Abad,Lachlan L. H. Andrew
Dirk P. Kroese,Victor F. Nicola
Dimitrios Makrakis,Luis Orozco-Barbosa
Marco Bernardo 0001,Roberto Gorrieri
Marco Bernardo 0001,Marco Roccetti
Roberto Gorrieri,Marco Roccetti
Xiaobai Sun,Jeffrey S. Chase
Martin R. Stytz,Sheila B. Banks
Michel Mandjes,Ad Ridder
Mohamed Khalifa,Moez Limayem
Gurpreet Dhillon,Trevor T. Moores
Detmar W. Straub,Karen D. Loch
Detmar W. Straub,J. Roberto Evaristo
Detmar W. Straub,Elena Karahanna
Karen D. Loch,J. Roberto Evaristo
Karen D. Loch,Elena Karahanna
J. Roberto Evaristo,Elena Karahanna
Robert D. Galliers,Sue Newell
Jay Liebowitz,Janice M. Burn
M. Lynne Markus,Christina Soh
William N. Robinson,Greg Elofson
Brian E. Mennecke,Lawrence A. West Jr.
Alberto Bartoli,Gianluca Dini
Alberto Bartoli,Lanfranco Lopriore
Gianluca Dini,Lanfranco Lopriore
Alfonso Pierantonio,Lothar Thiele
Timothy G. Mattson,Beverly A. Sanders
James C. Corbett,Matthew B. Dwyer
James C. Corbett,John Hatcliff
Matthew B. Dwyer,John Hatcliff
Edmund M. Clarke,Masahiro Fujita
Edmund M. Clarke,Thomas W. Reps
Edmund M. Clarke,Tim Teitelbaum
Masahiro Fujita,Thomas W. Reps
Masahiro Fujita,Tim Teitelbaum
Thomas W. Reps,Tim Teitelbaum
Rolf Drechsler,Detlef Sieling
Paul Molitor,Sharad Malik
Kathleen M. Carley,William A. Wallace
Rosaria Conte,Bruce Edmonds
Rosaria Conte,Scott Moss
Bruce Edmonds,Scott Moss
Owe Axelsson,Igor E. Kaporin
Erik Elmroth,Bo Kågström
Ivar Gustafsson,Gunhild Lindskog
Philippe Lemmerling,Sabine Van Huffel
Philippe Lemmerling,Bart De Moor
Sabine Van Huffel,Bart De Moor
Wolfgang Hackbusch,Boris N. Khoromskij
Tuomo Rossi,Jari Toivanen
Luca Dieci,Mark J. Friedman
Alan George,Khakim D. Ikramov
Alan George,Andrey B. Kucherov
Khakim D. Ikramov,Andrey B. Kucherov
Daniela Calvetti,Lothar Reichel
Lily Yu. Kolotilina,Andy A. Nikishin
Lily Yu. Kolotilina,Alex Yu. Yeremin
Andy A. Nikishin,Alex Yu. Yeremin
Ali H. Sayed,Thomas Kailath
Gene H. Golub,Ahmed H. Sameh
Xiao-Chuan Cai,Jun Zou
Raytcho D. Lazarov,Joseph E. Pasciak
Raytcho D. Lazarov,Panayot S. Vassilevski
Joseph E. Pasciak,Panayot S. Vassilevski
Nicola Mastronardi,Shivkumar Chandrasekaran
Nicola Mastronardi,Sabine Van Huffel
Shivkumar Chandrasekaran,Sabine Van Huffel
Wen-Wei Lin,Daniel J. Pierce
Marin Litoiu,Jerome A. Rolia
Weidong Kou,Yelena Yesha
Zengping Tian,Hongjun Lu
Zengping Tian,Aoying Zhou
Hongjun Lu,Aoying Zhou
Patrick Martin 0001,Wendy Powley
Kassem Saleh,Robert L. Probert
Kassem Saleh,W. Li
Robert L. Probert,W. Li
Ben-yu Guo,Eitan Tadmor
So-Hsiang Chou,Do Y. Kwak
Tien-Yien Li,Xiaoshen Wang
Richard E. Ewing,Tao Lin
Richard E. Ewing,Yanping Lin
Tao Lin,Yanping Lin
Andrew J. Sommese,Jan Verschelde
Hong Wang,Richard E. Ewing
Ronald Cools,Erich Novak
Christoph Schwab,Endre Süli
Wenbin Liu,Ningning Yan
Faker Ben Belgacem,Yvon Maday
Richard E. Ewing,Junping Wang
Zhangxin Chen,Richard E. Ewing
Wolfgang Dahmen,Reinhold Schneider
R. Bruce Kellogg,Martin Stynes
Zhiqiang Cai,Thomas A. Manteuffel
Zhiqiang Cai,Stephen F. McCormick
Zhiqiang Cai,John W. Ruge
Andreas Frommer,Daniel B. Szyld
Jochen W. Schmidt,Bernd Mulansky
Peter A. Markowich,Paola Pietra
Peter A. Markowich,Carsten Pohl
Paola Pietra,Carsten Pohl
Qiang Du,Ben-yu Guo
Qiang Du,Jie Shen 0001
Ben-yu Guo,Jie Shen 0001
Defeng Sun,Jie Sun 0001
Klaus Höllig,Ulrich Reif
Valeria Simoncini,Daniel B. Szyld
Bernardo Cockburn,Dominik Schötzau
Bernardo Cockburn,Christoph Schwab
Dominik Schötzau,Christoph Schwab
Ping Lin,Raymond J. Spiteri
Ian H. Sloan,Stephen Joe
Ivo Babuska,Benqi Guo
Richard E. Ewing,Tong Sun
Richard E. Ewing,Shuhua Zhang
Yanping Lin,Tong Sun
Yanping Lin,Junping Wang
Yanping Lin,Shuhua Zhang
Tong Sun,Junping Wang
Tong Sun,Shuhua Zhang
Junping Wang,Shuhua Zhang
Hermann Brunner,Gennadi Vainikko
Ralf Hiptmair,Christoph Schwab
Junping Wang,Xiu Ye
Axel Klawonn,Olof B. Widlund
Alfredo Bermúdez,Rodolfo Rodríguez
Desmond J. Higham,Andrew M. Stuart
Charles A. Micchelli,Yuesheng Xu
Reinhard Nabben,Daniel B. Szyld
Christine Bernardi,Andreas Karageorghis
Luca Dieci,Erik S. Van Vleck
Eberhard Bänsch,Ricardo H. Nochetto
Qiang Du,Mo Mu
John W. Barrett 0001,James F. Blowey
Walter Allegretto,Yanping Lin
Graeme Fairweather,Bernard Bialecki
Douglas N. Arnold,Franco Brezzi
Douglas N. Arnold,Bernardo Cockburn
Franco Brezzi,Bernardo Cockburn
Bernardo Cockburn,Ilaria Perugia
Ilaria Perugia,Dominik Schötzau
Ludger Humbert,Sigrid E. Schubert
Rüdeger Baumann,Bernhard Koerber
Allison Woodruff,Peter Pirolli
Liu Wenyin,HongJiang Zhang
Corinne Jörgensen,Ana B. Benitez
Corinne Jörgensen,Shih-Fu Chang
Ana B. Benitez,Shih-Fu Chang
Paul N. Gorman,Lois M. L. Delcambre
Paul N. Gorman,David Maier 0001
Lois M. L. Delcambre,David Maier 0001
Nigel Ford,T. D. Wilson 0001
Nigel Ford,David Ellis
Nigel Ford,Amanda Spink
T. D. Wilson 0001,David Ellis
T. D. Wilson 0001,Amanda Spink
David Ellis,Amanda Spink
Michael Lewis 0001,Kai A. Olsen
Michael A. Shepherd,Carolyn R. Watters
Ricardo A. Baeza-Yates,David Carmel
Ricardo A. Baeza-Yates,Yoëlle S. Maarek
Ricardo A. Baeza-Yates,Aya Soffer
David Carmel,Yoëlle S. Maarek
David Carmel,Aya Soffer
Yoëlle S. Maarek,Aya Soffer
Thomas R. Ioerger,John Yen
Yakov A. Kogan,Yehoshua Sagiv
Yakov A. Kogan,Werner Nutt
Yakov A. Kogan,Alexander Serebrenik
Yehoshua Sagiv,Alexander Serebrenik
Werner Nutt,Alexander Serebrenik
Bernard J. Jansen,Udo W. Pooch
Dietmar Wolfram,Amanda Spink
Dietmar Wolfram,Bernard J. Jansen
Dietmar Wolfram,Tefko Saracevic
Amanda Spink,Bernard J. Jansen
Amanda Spink,Tefko Saracevic
Bernard J. Jansen,Tefko Saracevic
Wai Lam,Kam-Fai Wong
Giorgio Brajnik,Stefano Mizzaro
Giorgio Brajnik,Carlo Tasso
Stefano Mizzaro,Carlo Tasso
Chaomei Chen,Robert M. O'Keefe
Ray J. Paul,Robert M. O'Keefe
Don R. Swanson,Abraham Bookstein
Elaine G. Toms,Wendy Duff
Bracha Shapira,Paul B. Kantor
Bracha Shapira,Benjamin Melamed
Paul B. Kantor,Benjamin Melamed
Wai Lam,Javed Mostafa
Stéphane Marchand-Maillet,Thierry Pun
Andrew Large,Charles Cole 0001
Jamshid Beheshti,Charles Cole 0001
David Ellis,Thomas D. Wilson
Thomas D. Wilson,Nigel Ford
Thomas D. Wilson,Amanda Spink
S. Sitharama Iyengar,Jacob Barhen
Robert W. P. Luk,Hong Va Leong
Robert W. P. Luk,Tharam S. Dillon
Robert W. P. Luk,W. Bruce Croft
Robert W. P. Luk,James Allan
Hong Va Leong,Tharam S. Dillon
Hong Va Leong,W. Bruce Croft
Hong Va Leong,James Allan
Tharam S. Dillon,W. Bruce Croft
Tharam S. Dillon,James Allan
W. Bruce Croft,James Allan
Ophir Frieder,David A. Grossman
David Bodoff,Ajit Kambil
Hildrun Kretschmer,Ronald Rousseau
Shaoyi He,Amanda Spink
George D'Elia,Corinne Jörgensen
Abby Goodrum,Mark E. Rorvig
Mounia Lalmas,C. J. van Rijsbergen
Helmut A. Abt,Eugene Garfield
Nigel Ford,David Miller
Chaomei Chen,Robert D. Macredie
Steve Jones,Gordon W. Paynter
Bernard C. Y. Tan,Kwok Kee Wei
Lee Spector,Alan J. Robinson
Wolfgang Banzhaf,William B. Langdon
Kamala Krithivasan,Erzsébet Csuhaj-Varjú
Henning Fernau,Markus Holzer 0001
Jonathan Goldstine,Shashi Phoha
Katsushi Inoue,Akira Ito
Katsushi Inoue,Yue Wang 0002
Akira Ito,Yue Wang 0002
Doron A. Peled,Moshe Y. Vardi
Doron A. Peled,Mihalis Yannakakis
Moshe Y. Vardi,Mihalis Yannakakis
Costas S. Iliopoulos,Borivoj Melichar
Costas S. Iliopoulos,Laurent Mouchard
Borivoj Melichar,Laurent Mouchard
Valérie Berthé,Laurent Vuillon
Pál Dömösi,Zoltán Ésik
Tatjana Petkovic,Magnus Steinby
Vincenzo Manca,Carlos Martín-Vide
Vincenzo Manca,Gheorghe Paun
Costas S. Iliopoulos,Jamie Simpson
Michel Rigo,Arnaud Maes
Joost Engelfriet,Zoltán Fülöp 0001
Joost Engelfriet,Heiko Vogler
Zoltán Fülöp 0001,Heiko Vogler
Lucien Haddad,Ivo G. Rosenberg
Cezar Câmpeanu,Kai Salomaa
Cezar Câmpeanu,Sheng Yu
Ferucio Laurentiu Tiplea,Erkki Mäkinen
Manfred Droste,Paul Gastin
Markus Holzer 0001,Kai Salomaa
Markus Holzer 0001,Sheng Yu
Jürgen Dassow,Detlef Wotschke
Ferenc Gécseg,Balázs Imreh
Helmut Jürgensen,Masashi Katsura
Christian Glaßer,Heinz Schmitz
Chinthananda Tellambura,Annamalai Annamalai
Chinthananda Tellambura,Vijay K. Bhargava
Annamalai Annamalai,Vijay K. Bhargava
Xiaodong Li,James A. Ritcey
Sang Hyuk Kang,Yong Han Kim
Sang Hyuk Kang,Dan Keun Sung
Sang Hyuk Kang,Bong Dae Choi
Yong Han Kim,Dan Keun Sung
Yong Han Kim,Bong Dae Choi
Dan Keun Sung,Bong Dae Choi
David Gesbert,Helmut Bölcskei
David Gesbert,Arogyaswami Paulraj
Helmut Bölcskei,Arogyaswami Paulraj
Gabriella Olmo,Letizia Lo Presti
Sheng Chen 0001,Lajos Hanzo
Sheng Chen 0001,Bernard Mulgrew
Lajos Hanzo,Bernard Mulgrew
Michael L. Honig,J. Scott Goldstein
Milica Stojanovic,John G. Proakis
Kenneth L. Clarkson,Wim Sweldens
Shrinivas Gadkari,Kenneth Rose
Michael L. Honig,Predrag B. Rapajic
Yao Ma,Teng Joon Lim
Yao Ma,Subbarayan Pasupathy
Teng Joon Lim,Subbarayan Pasupathy
Marc Engels,Hugo De Man
Desmond P. Taylor,Peter T. Gough
Visa Koivunen,Desmond P. Taylor
Marco Chiani,Oreste Andrisano
Geoffrey Ye Li,Jack H. Winters
Geoffrey Ye Li,Nelson Sollenberger
Jack H. Winters,Nelson Sollenberger
T. Aaron Gulliver,Desmond P. Taylor
Antonio Napolitano 0001,Mario Tanda
Anders Ahlén,Mikael Sternad
Zhengyuan Xu,Michail K. Tsatsanis
Dennis Goeckel,Richard D. Wesel
Sarah Kate Wilson,Jan-Jaap van de Beek
Sarah Kate Wilson,Per Ödling
Sarah Kate Wilson,Per Ola Börjesson
Jan-Jaap van de Beek,Per Ödling
Jan-Jaap van de Beek,Per Ola Börjesson
Qi Wang,Lei Wei 0003
Qi Wang,Rodney A. Kennedy
Lei Wei 0003,Rodney A. Kennedy
Marc Moonen,Olivier van de Wiel
Marc Moonen,Thierry Pollet
Olivier van de Wiel,Thierry Pollet
Rahul Singh,Laurence B. Milstein
Georgios B. Giannakis,Marc de Courville
Georgios B. Giannakis,Pierre Duhamel
Marc de Courville,Pierre Duhamel
Marc P. C. Fossorier,Zixiang Xiong
Marc P. C. Fossorier,Kenneth Zeger
Zixiang Xiong,Kenneth Zeger
Andrea Abrardo,Giovanni Giambene
Eitan Altman,Ger Koole
Annamalai Annamalai,Chintha Tellambura
Hideki Ochiai,Hideki Imai
Tjeng Thiang Tjhung,Chin Choy Chai
Peter F. Driessen,Larry J. Greenstein
Mohammad Saquib,Roy D. Yates
Xiaohua Jia,Jun Gu
Ding-Zhu Du,Jun Gu
Xiao-Dong Hu,Jun Gu
Pingyi Fan,Xiang-Gen Xia
Saeed Gazor,Subbarayan Pasupathy
Velio Tralli,Oreste Andrisano
Roberto Verdone,Oreste Andrisano
Benjamin Belzer,Thomas R. Fischer
Rick S. Blum,Geoffrey Ye Li
Rick S. Blum,Jack H. Winters
John E. Smee,Stuart C. Schwartz
Alex J. Grant,Christian Schlegel
Byoung-Hoon Kim,Byeong Gi Lee
Lee M. Garth,Jian Yang
Lee M. Garth,Jean-Jacques Werner
Stephen V. Hanly,Rudolf Mathar
Marc Moeneclaey,Mark Van Bladel
Marc Moeneclaey,Hikmet Sari
Mark Van Bladel,Hikmet Sari
Ranjan K. Mallik,Moe Z. Win
Xiaodong Wang 0001,Krishna R. Narayanan
Gerald Matz,Andreas F. Molisch
Gerald Matz,Franz Hlawatsch
Andreas F. Molisch,Franz Hlawatsch
Hongbin Li,Jian Li
Hongbin Li,Scott L. Miller
Jian Li,Scott L. Miller
Yunghsiang S. Han,Po-Ning Chen
Stefan A. Fechtel,Heinrich Meyr
Nicholas D. Sidiropoulos,Michail K. Tsatsanis
Oscar Y. Takeshita,Oliver M. Collins
Oscar Y. Takeshita,Daniel J. Costello Jr.
Oliver M. Collins,Daniel J. Costello Jr.
Masoumeh Nasiri-Kenari,Jawad A. Salehi
Roberto Gaudino,Pierluigi Poggiolini
Roberto Gaudino,Sergio Benedetto
Pierluigi Poggiolini,Sergio Benedetto
Giuseppe Caire,Urbashi Mitra
Shuichi Ohno,Georgios B. Giannakis
Mark J. T. Smith,Steven W. McLaughlin
Andreas Müller,Jaafar M. H. Elmirghani
Jie Lai,Narayan B. Mandayam
Elvino S. Sousa,Subbarayan Pasupathy
Ananthanarayanan Chockalingam,Laurence B. Milstein
Michael L. Honig,Scott L. Miller
Michael L. Honig,Laurence B. Milstein
Scott L. Miller,Laurence B. Milstein
Christophe Andrieu,William J. Fitzgerald 0001
Arnaud Doucet,William J. Fitzgerald 0001
Kwang Soon Kim,Laurence B. Milstein
Ignasi Furió,Guillem Femenias
André Monin,Gérard Salut
Richard D. Wesel,Abeer Alwan
Georgios B. Giannakis,Ananthram Swami
Ying-Chang Liang,K. J. Ray Liu
Ge Nong,Mounir Hamdi
Ge Nong,Jogesh K. Muppala
Mounir Hamdi,Jogesh K. Muppala
Xiaohua Jia,Wei Zhao 0001
Tho Le-Ngoc,Sofiène Tahar
Trieu-Kien Truong,Jyh-Horng Jeng
Trieu-Kien Truong,Irving S. Reed
Jyh-Horng Jeng,Irving S. Reed
Lev Goldfeld,Vladimir Lyandres
Lev Goldfeld,Dov Wulich
Vladimir Lyandres,Dov Wulich
Jong-Ki Han,Hyung-Myung Kim
Xiaodong Wang 0001,Anders Høst-Madsen
Ranjan K. Mallik,Jack H. Winters
Moe Z. Win,Jack H. Winters
H. Vincent Poor,Mario Tanda
Young C. Yoon,Harry Leib
Hanks H. Zeng,Geoffrey Ye Li
Hanks H. Zeng,Jack H. Winters
Roberto Garello,Guido Montorsi
Roberto Garello,Giovanni Cancellieri
Guido Montorsi,Giovanni Cancellieri
Sergio Benedetto,Giovanni Cancellieri
Luciano Izzo,Mario Tanda
Lars K. Rasmussen,Teng Joon Lim
Walid K. M. Ahmed,Peter J. McLane
Ashutosh Sabharwal,Urbashi Mitra
Ashutosh Sabharwal,Randolph L. Moses
Urbashi Mitra,Randolph L. Moses
Chengshan Xiao,Norman C. Beaulieu
Tor M. Aulin,Lars K. Rasmussen
Georgios B. Giannakis,Brian L. Hughes
Giuseppe Caire,Pierre A. Humblet
Davide Dardari,Velio Tralli
Yao Ma,Q. T. Zhang
Dong In Kim,Vijay K. Bhargava
Seung Joon Lee,Tai Suk Kim
Seung Joon Lee,Dan Keun Sung
Tai Suk Kim,Dan Keun Sung
Chintha Tellambura,Vijay K. Bhargava
Arnaldo Spalvieri,Guido Tartara
Enzo Baccarelli,Stefano Galli
Costas N. Georghiades,Garng M. Huang
Paul Petrus,Jeffrey H. Reed
Paul Petrus,Theodore S. Rappaport
Jeffrey H. Reed,Theodore S. Rappaport
Akbar M. Sayeed,Barry D. Van Veen
Yuguang Fang,Imrich Chlamtac
Jan W. M. Bergmans,Wim M. J. Coene
Naofal Al-Dhahir,William Turin
Robert F. H. Fischer,Johannes B. Huber
Shirish A. Altekar,Jack K. Wolf
Ashutosh Sabharwal,Behnaam Aazhang
Iain B. Collings,Peter Hoeher
Krishna R. Narayanan,Gordon L. Stüber
